OTU_ID	baseMean	estimate	stderror	statistic	p.value	p.adjusted	TemporalEnrichment	VC	VC.Status	ClstrComp	Order	Family	Genus	HostPhylum	HostClass	HostOrder	HostFamily	HostGenus
biochar_0	9462.5421395263	30	3.13781434140658	9.5607951063644	1.16855449644823e-21	1.74023310452541e-20	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1000	354.543666492891	30	3.04449257565547	9.85385881374373	6.59617326377866e-23	1.3936771795898e-21	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1008	756.34565859558	-11.1242742823754	1.53930508929	-7.22681576236876	4.94450155369914e-13	2.28886316053866e-12	Aug	379_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_101	2359.68293593447	-1.28987621775616	0.295163556869751	-4.37003887416004	1.24224419597742e-05	3.29852633007289e-05	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1011	4384.77150369114	-9.32492324108632	1.89909316721988	-4.91019787867345	9.09845341846743e-07	2.78893525511157e-06	Aug	378_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1012	1239.93377834007	-9.70330888094552	3.07400011260212	-3.15657401610559	0.0015963436726898	0.00327688034962971	Aug	352_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1013	2009.07468975865	3.0715085269061	1.33268489718319	2.30475225869082	0.0211804522741844	0.037137983299963	Apr	353_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1014	1565.03000592273	-3.55944636821676	1.6208535863301	-2.19603201562207	0.0280896519238913	0.0479729736667843	Aug	127_0	Clustered	both	Caudovirales	Podoviridae	Unassigned	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus
biochar_102	3206.42056967102	1.90998691088805	0.848342622881526	2.25143339421104	0.0243581010461597	0.0422340345220049	Apr	177_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1023	1706.9963425961	5.29109331881115	1.28044269978981	4.13223748292657	3.59248960634438e-05	9.05160498770584e-05	Apr	298_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1028	929.235921367823	-11.7697591932701	3.05447770493746	-3.85328043948224	0.000116545773516623	0.000277347061996921	Aug	379_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_103	1268.70962454076	-11.7744692710087	3.04743177862794	-3.86373514694722	0.000111666295104981	0.000266378145903656	Aug	753_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1032	383.837314571179	-18.7055786624152	3.07164649365761	-6.08975632483712	1.13082674480124e-09	4.28295199887589e-09	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1034	867.977721403988	13.0735998543792	0.985682916252347	13.263494414701	3.76914826821964e-40	2.47758679497638e-38	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1035	517.269362065889	-27.6486502406894	3.14468894483233	-8.79217332007492	1.46694234919342e-18	1.34341036189292e-17	Aug	283_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1037	349.083161402358	9.89557750661946	3.01776561361616	3.27910738394348	0.0010413600168407	0.0021877435581071	Apr	42_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1038	740.7491927389	12.6251837436086	1.073366971053	11.7622249278109	6.11025807190049e-32	2.15168373531924e-30	Apr	36_0	Clustered	both	Caudovirales	Podoviridae	Mixed	Proteobacteria	Mixed	Mixed	Mixed	Mixed
biochar_1039	1311.16055558267	10.4965538245682	1.68342386511622	6.23524119033653	4.51082546295592e-10	1.75335370820284e-09	Apr	686_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_104	1722.76182706007	27.0973976546824	3.14468808768394	8.61687928949405	6.88036020843964e-18	5.88211141519204e-17	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1042	149.052856345857	25.2348521660262	3.14469103731038	8.02458870096482	1.01866662712022e-15	6.4800341570357e-15	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1044	401.136642096737	-7.45415752047167	3.02380375236189	-2.46515916075878	0.0136952402272975	0.0246864842122767	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_105	255.910088360148	25.0176242901961	3.15361962954736	7.93298724291201	2.13936415224474e-15	1.30210682352674e-14	Apr	284_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1052	550.660558229771	29.9800053771137	3.13804590369373	9.55371791783697	1.25123508378312e-21	1.78799680088428e-20	Apr	586_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1054	2788.91630292772	3.92040082245409	1.04901877579439	3.73720748657266	0.000186075368758497	0.0004320337054848	Apr	543_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_106	2702.7776136675	14.4550736015339	1.07331016531519	13.4677505800841	2.42130671269935e-41	1.74688420882065e-39	Apr	687_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1061	4987.82744932204	-2.44535285969433	0.315583977941631	-7.74865972488188	9.28675051638902e-15	5.16770363905095e-14	Aug	135_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1065	635.577673010058	12.6214577521287	1.7912645583946	7.04611593691136	1.8398098004657e-12	8.18369532297377e-12	Apr	754_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_107	2193.70822055783	2.71199081374273	1.13248313554075	2.39472953603656	0.0166326291599379	0.0297456572279906	Apr	755_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1075	677.275967775728	12.3842528287064	1.06328875372276	11.6471210528156	2.37342160395265e-31	8.16346640057203e-30	Apr	283_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1076	338.202433314509	11.7220482993862	2.57512177704187	4.55203649159138	5.3129117280398e-06	1.48540575534421e-05	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1079	739.574474127842	12.5886725665537	2.17482456660357	5.78836231660446	7.10759725365949e-09	2.56081274985686e-08	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1080	10673.423599544	-2.63149374048124	0.940831145300109	-2.79698833698988	0.00515813952339086	0.00981838913139651	Aug	513_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1083	6389.27690311028	1.03795038733456	0.310360853583709	3.3443341044769	0.000824803420168037	0.00176029474520711	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1086	558.036041504497	-12.6241147356019	1.11189655945555	-11.3536773077015	7.11078716348955e-30	2.3113965307255e-28	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1089	636.883303236572	12.0082787899063	2.3037772517165	5.21243049038665	1.86382413884997e-07	6.08520066525188e-07	Apr	456_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_109	6898.75909372197	-1.68606665002777	0.321981321095904	-5.23653559867706	1.63618695500269e-07	5.36567739789131e-07	Aug	239_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1090	3141.22411127893	1.76839491225574	0.235465617659689	7.51020437646885	5.90351247425923e-14	3.01599134695316e-13	Apr	635_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1091	984.059283995747	13.1905908527646	0.968811178375173	13.6152339559986	3.2510298039997e-42	2.53067004216608e-40	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1093	152.609169663904	-15.0738514172102	3.14469443831624	-4.79342324441579	1.63959207054503e-06	4.89395897545126e-06	Aug		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1094	8781.17945012487	-1.27270265459081	0.232474329558666	-5.47459436492167	4.38514917582138e-08	1.51356724178292e-07	Aug	330_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1097	3079.60649076618	-14.9707019154714	1.00939685260494	-14.831334055418	9.18884911072354e-50	1.94147254782287e-47	Aug	196_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1101	2628.00947285945	-14.1272305100116	1.52456182296387	-9.26642022463033	1.92498189129346e-20	2.1246628486739e-19	Aug	371_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1102	366.965935127601	21.0672253010652	3.1537146172938	6.68013053100633	2.3872951753166e-11	9.94594243462886e-11	Apr	79_0	Clustered	both	Caudovirales	Podoviridae	Unassigned	Proteobacteria	Gammaproteobacteria	Mixed	Mixed	Mixed
biochar_1107	2648.30839171819	0.81066201521777	0.275693854312458	2.94044282285308	0.00327743483633883	0.00638646393009899	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1110	581.518574481833	11.8797068709068	2.30307629354371	5.1581907660678	2.49347503349464e-07	8.04329241993146e-07	Apr	283_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1114	698.180548039642	-12.5576876574517	2.25991713885124	-5.55670269567272	2.74918430482936e-08	9.6123961863892e-08	Aug	486_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1119	634.590600347723	12.6217184094845	1.79298364431537	7.03950560257559	1.92923126177933e-12	8.55572124789092e-12	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_112	11102.4790035741	2.2450486663406	0.23161490808053	9.69302315186041	3.22828604206022e-22	6.47796994497476e-21	Apr	337_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1120	837.332299598176	3.40301346568173	1.35335885988994	2.51449454135061	0.0119203147897503	0.021671967515723	Apr	756_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1123	390.73401881743	27.3502965843139	3.12571759058415	8.75008563368087	2.13190907334053e-18	1.92261799967722e-17	Apr	332_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1125	1281.84622747027	13.4031400345108	0.998575943554473	13.4222540819497	4.47880082531243e-41	3.15435543839861e-39	Apr	195_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1126	238.185295402489	29.9867886802197	3.13806589597107	9.55581867121383	1.22610640804351e-21	1.76704905732294e-20	Apr	545_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1127	4899.80317694092	-0.548128027123717	0.209774590786446	-2.61293813072776	0.00897675509449877	0.0166269515150453	Aug	238_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1131	343.72054930041	10.1258328801328	3.05696862928016	3.31237709904704	0.000925067611707485	0.00195873299601341	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1132	13836.753338068	0.565368367969365	0.15387051408634	3.67431259540815	0.0002384906123087	0.000545174058121432	Apr	127_0	Clustered	both	Caudovirales	Podoviridae	Unassigned	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus
biochar_1133	387.435751686843	10.9515452016234	2.58611010024725	4.23475597600285	2.2880002627958e-05	5.93155545780015e-05	Apr	458_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1134	1169.20158773295	-13.4503532872333	1.59942097116645	-8.40951414900108	4.1171256308183e-17	3.25627208982902e-16	Aug	689_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1138	418.025559000365	-11.5774605185395	2.51953450533883	-4.59507916799993	4.32584998545387e-06	1.22918965004539e-05	Aug	36_0	Clustered	both	Caudovirales	Podoviridae	Mixed	Proteobacteria	Mixed	Mixed	Mixed	Mixed
biochar_1140	225.586172426511	26.0648509431315	3.11718403192162	8.36166574581855	6.18388405594238e-17	4.77596058419779e-16	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1144	388.53016019262	27.0565376284103	3.15361928461008	8.57951933527564	9.52704057099905e-18	8.05171028829006e-17	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1146	912.43580724553	5.79963720164826	1.93278889103272	3.0006573550562	0.00269397520919402	0.00534817360321872	Apr	127_0	Clustered	both	Caudovirales	Podoviridae	Unassigned	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus
biochar_1151	1896.81039311801	9.01400192813587	1.73008214538263	5.21015834548268	1.88679529725969e-07	6.15340737518651e-07	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1152	1559.33600419138	12.8819093656335	3.0543738359048	4.21752871708236	2.46994372187572e-05	6.38086771118636e-05	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1153	698.428051685779	10.838607966628	2.16607527251379	5.00380023915304	5.62110069075468e-07	1.77073651152847e-06	Apr	165_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1154	222.05531625417	30	3.15361978218561	9.51287792189349	1.85459333770652e-21	2.32452842921012e-20	Apr	537_0	Clustered	both	Caudovirales	Siphoviridae	Unassigned	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga
biochar_1155	981.293850325686	12.5292570076083	3.06013933077586	4.09434200645749	4.23368990698471e-05	0.000105860141545738	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1161	2172.49190809207	-14.205828553324	3.06012710055596	-4.64223481133941	3.4466085029838e-06	9.91738127609542e-06	Aug	672_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1163	2408.25291390899	5.24298117065167	1.51758516017981	3.45481842352126	0.000550663540574502	0.00120656500223658	Apr	99_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1169	1064.74030081604	7.4223818598748	1.53642562937772	4.83094119100383	1.35889141166877e-06	4.08911576369911e-06	Apr	690_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1176	736.183254756411	18.2616252431304	3.07449364616436	5.93971799743772	2.85512781752182e-09	1.05436555358671e-08	Apr	632_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1178	1983.07553520903	1.39058032218141	0.623228444041557	2.23125297870501	0.0256643764513284	0.0442396419248423	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1182	182.315455034681	25.1148254700467	3.14469295622223	7.98641578674745	1.38918586864443e-15	8.578730270251e-15	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1184	715.527484883556	-12.2277084572653	1.80200433773523	-6.7856154401011	1.15592678336958e-11	4.90564049527577e-11	Aug	271_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1185	141.193757826146	-13.723193893654	3.13067188702478	-4.3834660382426	1.16805865323717e-05	3.10712005060751e-05	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1188	715.851426769078	12.5426869938155	1.74166703071447	7.20154126628338	5.95357023226372e-13	2.74737297145649e-12	Apr	10_0	Clustered	both	Caudovirales	Podoviridae	Unassigned	Mixed	Mixed	Mixed	Mixed	Mixed
biochar_119	4117.16465389626	1.1518920709996	0.222956390926278	5.16644562738944	2.38587566066519e-07	7.70460720987732e-07	Apr	490_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1190	2700.40058619514	1.59726695641253	0.21902813891739	7.29251941922846	3.04211702006268e-13	1.43977314325526e-12	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1191	443.789915780354	11.7537930823008	1.79466745426416	6.54928747628069	5.7812248776537e-11	2.37842325286504e-10	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1194	698.263758037558	12.8537306097551	1.06822326202676	12.0328128647633	2.3888102313081e-33	9.17675410936279e-32	Apr	36_0	Clustered	both	Caudovirales	Podoviridae	Mixed	Proteobacteria	Mixed	Mixed	Mixed	Mixed
biochar_1196	224.675093503778	10.6116747056188	3.06031246567906	3.46751347276694	0.000525297408812638	0.00115526374369352	Apr	36_0	Clustered	both	Caudovirales	Podoviridae	Mixed	Proteobacteria	Mixed	Mixed	Mixed	Mixed
biochar_1198	871.652290260852	12.488757307692	1.71131830906884	7.29774071925132	2.92639866957939e-13	1.38722552317561e-12	Apr	434_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1199	2633.76595966851	1.49258181563798	0.273672913131729	5.45388945715479	4.92798434874024e-08	1.69499740739228e-07	Apr	591_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_12	1637.3511558274	29.9902598611153	3.06013766678747	9.80029760968205	1.1225441374643e-22	2.32201787316041e-21	Apr	326_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1200	413.373797109344	-8.35759127570961	3.0419671006953	-2.74742986990205	0.0060064352730208	0.0113454888490393	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1202	888.932136802047	-12.7885578746305	1.7568685050332	-7.27917760378364	3.35861282076874e-13	1.58449389534831e-12	Aug	155_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1203	97.4406421953112	29.9960120537145	3.14469625989132	9.53860391424614	1.44767976746761e-21	1.93799303845969e-20	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1207	756.227612347291	11.9753891093079	2.55099530997269	4.69439871664686	2.67392050750988e-06	7.8233994670764e-06	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1209	309.853521721034	-25.1371477082972	3.11800669371166	-8.061928718432	7.50999909959688e-16	4.83977719751799e-15	Aug	354_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1213	172.260876315734	25.5224320097225	3.14469062574865	8.11603907893053	4.81645650623821e-16	3.17306867382019e-15	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1215	767.768861445117	-6.60847608752002	1.67750488073464	-3.93946757676553	8.16626371075682e-05	0.000196868851315556	Aug	121_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1216	597.764299123636	-12.6492999533528	1.77720427507623	-7.11752730440075	1.0988045719987e-12	4.99272492161621e-12	Aug	418_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1219	452.411173675904	11.6946632439982	1.84837752964678	6.32698842981121	2.49992092011426e-10	9.85968810893065e-10	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1223	636.027837762634	-12.8020693806326	1.10007989761705	-11.6373996183041	2.6600242068679e-31	9.04408230335086e-30	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1229	3350.30086640417	2.00809728407718	0.253651575243458	7.91675463536853	2.43790173080666e-15	1.46869925045338e-14	Apr	280_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1231	1023.92204676132	8.20366960324196	1.74540500250885	4.70015245255399	2.59967341125858e-06	7.61369698069593e-06	Apr	640_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1234	297.735262622899	11.0867415617998	2.59591742674478	4.27083752648569	1.94740247042762e-05	5.08421580540592e-05	Apr	138_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1237	1017.25903867527	-13.4241383177378	1.72086562501539	-7.80080566582168	6.15131784213688e-15	3.52627871648079e-14	Aug	84_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1238	5441.14176794838	-15.8989349832043	0.917603948495993	-17.3265764704517	2.96458941198326e-67	4.38462774032324e-64	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1239	556.850455678717	11.8577238415586	1.71869776607398	6.89924899864459	5.22781692098531e-12	2.25421027001087e-11	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1244	1891.43628798085	1.54691478284006	0.23646554318967	6.5418189981247	6.07750328522717e-11	2.48992447613601e-10	Apr	581_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1246	6975.85646889074	0.632245883441002	0.174461643906931	3.62398215035898	0.000290101634881324	0.0006570602113162	Apr	693_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1248	879.369630498664	3.96057913635696	1.31600321075215	3.00955127160619	0.00261633915488481	0.00520802908489184	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1252	640.879052266302	-4.2776730316785	1.91495108076379	-2.23382888192232	0.0254943344009363	0.043997806976645	Aug	361_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1253	139.287056603446	29.3589540030257	3.1446937189896	9.33602971435284	1.00014289592085e-20	1.13349528204364e-19	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1258	1142.04572338409	-1.11935341659207	0.379216437477009	-2.95175342092056	0.00315975143762286	0.00618566826769584	Aug	760_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1260	209.603668044511	29.6080317543052	3.13782144898466	9.43585613001842	3.8781409758485e-21	4.6632280514471e-20	Apr	145_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1261	2541.0818961042	-13.0730575638042	1.41977633782793	-9.20782887803603	3.3278768747735e-20	3.61906610131618e-19	Aug	91_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1263	115.092896509889	25.2969379614809	3.15362085800928	8.0215533510422	1.04416212132149e-15	6.62796471001923e-15	Apr	593_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1267	1103.68179782293	12.7192720109449	1.00067595340283	12.7106801834226	5.15837962639605e-37	2.63077360946198e-35	Apr	385_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1271	1088.75883717288	-5.97355370473877	1.5154714994958	-3.94171299607164	8.09017472361514e-05	0.000195352953734315	Aug	153_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1273	390.288613059043	-11.9333512703141	2.50869809548904	-4.75679050092629	1.96695109749819e-06	5.82406541181146e-06	Aug	235_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1274	1358.1889677227	11.7976152989483	1.45020923408654	8.13511252145581	4.11555914092142e-16	2.75425880969357e-15	Apr	259_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1279	139.997458332266	-14.9982258823628	3.14469499477659	-4.76937378896051	1.84799480849861e-06	5.48832193126394e-06	Aug		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1284	285.202804784823	-12.2163087545591	2.75687827314039	-4.43121079141568	9.37054306538106e-06	2.51297066068877e-05	Aug	113_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1287	4085.47464492342	1.42827225087135	0.348385183600749	4.09969286325378	4.13698794319266e-05	0.000103529698273806	Apr		Outlier	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_129	425.717094907454	27.5335675264464	3.15361922689863	8.73078375841963	2.52913822993689e-18	2.26017851484995e-17	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_1292	1009.64049638539	-5.34714237862145	1.58491394475861	-3.37377458019391	0.000741450581264048	0.00158813238188201	Aug	361_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1295	177.168115229512	25.1486395926418	3.14469306436667	7.99716826980905	1.27313197538227e-15	7.91160584701836e-15	Apr	200_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
biochar_1296	659.946958207287	10.1356555139658	1.92518347715588	5.26477379129572	1.40362075492379e-07	4.61836506458795e-07	Apr		Singleton	NA	NA	NA	NA	NA	NA	NA	NA	NA
biochar_13	5703.00000703304	4.8194118493035	1.97009031625677	2.44628980180996	0.0144334932226311	0.025969752404223	Apr	479_0	Clustered	biochar	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
