pos_module,pos_cluster,sig,id_module,size_module,pos_module,proteins,annotated_proteins,id_cluster,size_cluster,pos_cluster,pos_genus,precision_genus,pos_family,precision_family,pos_order,precision_order
823,616,5.907538395331798,MD_0823,2,823,24.0,24.0,CC_0616,5,616,,0.0,,0.0,,0.0
824,642,2.850545935783817,MD_0824,2,824,7.0,7.0,CC_0642,3,642,,0.0,,0.0,,0.0
825,4,3.6486891964432537,MD_0825,2,825,7.0,7.0,CC_0004,10,4,207.0,1.0,12.0,1.0,0.0,1.0
825,256,1.307468564300553,MD_0825,2,825,7.0,7.0,CC_0256,7,256,199.0,0.5,12.0,0.8571428571428571,0.0,1.0
826,595,1.1463954189426664,MD_0826,2,826,23.0,25.0,CC_0595,3,595,,0.0,,0.0,,0.0
827,23,6.118291684637162,MD_0827,2,827,16.0,17.0,CC_0023,6,23,,0.0,12.0,1.0,0.0,1.0
827,369,9.575361185183903,MD_0827,2,827,16.0,17.0,CC_0369,6,369,,0.0,,0.0,,0.0
828,459,2.052191299310657,MD_0828,2,828,12.0,12.0,CC_0459,3,459,,0.0,,0.0,,0.0
829,27,5.969719314470154,MD_0829,2,829,7.0,7.0,CC_0027,4,27,60.0,1.0,17.0,1.0,0.0,1.0
833,417,2.850545935783817,MD_0833,2,833,7.0,7.0,CC_0417,3,417,,0.0,,0.0,,0.0
833,424,5.270947437177828,MD_0833,2,833,7.0,7.0,CC_0424,5,424,161.0,1.0,17.0,1.0,0.0,1.0
834,362,2.850545935783817,MD_0834,2,834,7.0,7.0,CC_0362,3,362,,0.0,,0.0,,0.0
837,1,3.1500289025645802,MD_0837,2,837,10.0,10.0,CC_0001,28,1,125.0,1.0,17.0,1.0,0.0,1.0
837,262,6.035573777176644,MD_0837,2,837,10.0,10.0,CC_0262,9,262,260.0,0.42857142857142855,17.0,0.8888888888888888,0.0,1.0
840,525,1.337709128796261,MD_0840,2,840,20.0,20.0,CC_0525,3,525,,0.0,,0.0,,0.0
842,457,1.337709128796261,MD_0842,2,842,20.0,20.0,CC_0457,3,457,,0.0,,0.0,,0.0
843,214,5.969719314470154,MD_0843,2,843,7.0,7.0,CC_0214,4,214,,0.0,,0.0,,0.0
844,442,8.474791832788693,MD_0844,2,844,23.0,23.0,CC_0442,6,442,30.0,1.0,10.0,1.0,1.0,1.0
845,16,1.3277184034769522,MD_0845,2,845,14.0,14.0,CC_0016,42,16,53.0,1.0,17.0,1.0,0.0,1.0
845,164,12.33339508579414,MD_0845,2,845,14.0,14.0,CC_0164,25,164,197.0,0.35,17.0,1.0,0.0,1.0
846,623,2.47033469407339,MD_0846,2,846,9.0,9.0,CC_0623,3,623,,0.0,,0.0,,0.0
850,394,2.8538254719691505,MD_0850,2,850,18.0,18.0,CC_0394,6,394,175.0,1.0,17.0,1.0,0.0,1.0
852,2,7.660476120164429,MD_0852,2,852,13.0,13.0,CC_0002,46,2,125.0,1.0,17.0,1.0,0.0,1.0
852,424,7.426389651329156,MD_0852,2,852,13.0,13.0,CC_0424,5,424,161.0,1.0,17.0,1.0,0.0,1.0
854,204,6.7444178932069665,MD_0854,2,854,17.0,18.0,CC_0204,5,204,,0.0,,0.0,,0.0
857,27,4.659481317020457,MD_0857,2,857,13.0,13.0,CC_0027,4,27,60.0,1.0,17.0,1.0,0.0,1.0
860,0,15.695030805416229,MD_0860,2,860,14.0,14.0,CC_0000,8,0,152.0,1.0,17.0,1.0,0.0,1.0
860,428,7.234504125089879,MD_0860,2,860,14.0,14.0,CC_0428,5,428,256.0,1.0,15.0,1.0,0.0,1.0
861,122,3.649573028361198,MD_0861,2,861,22.0,22.0,CC_0122,4,122,16.0,1.0,12.0,1.0,0.0,1.0
861,472,3.649573028361198,MD_0861,2,861,22.0,22.0,CC_0472,4,472,24.0,1.0,12.0,1.0,0.0,1.0
862,312,1.7366025834775876,MD_0862,2,862,15.0,15.0,CC_0312,3,312,,0.0,17.0,1.0,0.0,1.0
862,576,1.7366025834775876,MD_0862,2,862,15.0,15.0,CC_0576,3,576,,0.0,17.0,1.0,0.0,1.0
863,530,1.6464259531275927,MD_0863,2,863,16.0,16.0,CC_0530,3,530,,0.0,,0.0,,0.0
864,180,3.2766999056294726,MD_0864,2,864,12.0,12.0,CC_0180,7,180,218.0,1.0,17.0,1.0,0.0,1.0
864,577,2.052191299310657,MD_0864,2,864,12.0,12.0,CC_0577,3,577,,0.0,15.0,1.0,0.0,1.0
865,294,1.7366025834775876,MD_0865,2,865,15.0,15.0,CC_0294,3,294,,0.0,,0.0,,0.0
866,72,5.145686701998988,MD_0866,2,866,11.0,12.0,CC_0072,29,72,159.0,1.0,12.0,1.0,0.0,1.0
867,7,3.3838955392804415,MD_0867,2,867,10.0,10.0,CC_0007,62,7,234.0,0.34210526315789475,12.0,1.0,0.0,1.0
868,279,2.850545935783817,MD_0868,2,868,7.0,8.0,CC_0279,3,279,,0.0,,0.0,,0.0
869,490,1.232133916315954,MD_0869,2,869,14.0,16.0,CC_0490,4,490,,0.0,,0.0,,0.0
871,391,1.045171262626381,MD_0871,2,871,16.0,16.0,CC_0391,4,391,,0.0,,0.0,,0.0
872,5,1.307468564300553,MD_0872,2,872,7.0,7.0,CC_0005,7,5,209.0,0.8571428571428571,12.0,1.0,0.0,1.0
872,448,4.794024337134765,MD_0872,2,872,7.0,7.0,CC_0448,6,448,,0.0,12.0,1.0,,0.0
874,534,1.4829238213774243,MD_0874,2,874,18.0,18.0,CC_0534,3,534,46.0,1.0,17.0,1.0,0.0,1.0
875,166,3.4390996015204323,MD_0875,2,875,17.0,17.0,CC_0166,5,166,,0.0,,0.0,,0.0
875,457,1.562105067427745,MD_0875,2,875,17.0,17.0,CC_0457,3,457,,0.0,,0.0,,0.0
875,465,1.562105067427745,MD_0875,2,875,17.0,17.0,CC_0465,3,465,,0.0,,0.0,,0.0
876,15,8.129619810553175,MD_0876,2,876,16.0,16.0,CC_0015,8,15,153.0,1.0,12.0,1.0,0.0,1.0
876,159,1.1273104634932984,MD_0876,2,876,16.0,16.0,CC_0159,15,159,,0.0,17.0,1.0,0.0,1.0
877,2,9.804613868186834,MD_0877,2,877,10.0,10.0,CC_0002,46,2,125.0,1.0,17.0,1.0,0.0,1.0
879,291,7.234504125089879,MD_0879,2,879,14.0,15.0,CC_0291,5,291,98.0,1.0,17.0,0.75,0.0,1.0
879,499,4.5133532813441235,MD_0879,2,879,14.0,15.0,CC_0499,4,499,,0.0,,0.0,,0.0
881,295,5.136612295093636,MD_0881,2,881,14.0,14.0,CC_0295,9,295,169.0,0.6666666666666666,17.0,1.0,0.0,1.0
882,213,9.575361185183903,MD_0882,2,882,16.0,16.0,CC_0213,6,213,,0.0,15.0,1.0,0.0,1.0
883,290,4.1207406953359875,MD_0883,2,883,12.0,12.0,CC_0290,5,290,,0.0,,0.0,,0.0
884,295,2.4162872400998285,MD_0884,2,884,14.0,14.0,CC_0295,9,295,169.0,0.6666666666666666,17.0,1.0,0.0,1.0
884,503,4.5133532813441235,MD_0884,2,884,14.0,14.0,CC_0503,4,503,,0.0,,0.0,,0.0
885,39,2.1771300359176013,MD_0885,2,885,11.0,11.0,CC_0039,3,39,,0.0,,0.0,,0.0
886,274,4.659481317020457,MD_0886,2,886,13.0,13.0,CC_0274,4,274,65.0,1.0,12.0,1.0,0.0,1.0
887,176,6.10527178831639,MD_0887,2,887,13.0,13.0,CC_0176,7,176,,0.0,,0.0,,0.0
888,297,2.850545935783817,MD_0888,2,888,7.0,7.0,CC_0297,3,297,,0.0,12.0,1.0,0.0,1.0
888,619,5.969719314470154,MD_0888,2,888,7.0,7.0,CC_0619,4,619,32.0,1.0,19.0,1.0,,0.0
890,116,4.819182159887513,MD_0890,2,890,12.0,12.0,CC_0116,4,116,,0.0,,0.0,,0.0
892,573,4.5133532813441235,MD_0892,2,892,14.0,14.0,CC_0573,4,573,220.0,1.0,17.0,1.0,0.0,1.0
893,576,1.9382479470065466,MD_0893,2,893,13.0,13.0,CC_0576,3,576,,0.0,17.0,1.0,0.0,1.0
894,291,6.895685568539147,MD_0894,2,894,16.0,16.0,CC_0291,5,291,98.0,1.0,17.0,0.75,0.0,1.0
894,327,6.895685568539147,MD_0894,2,894,16.0,16.0,CC_0327,5,327,,0.0,17.0,1.0,0.0,1.0
896,474,13.120255670278626,MD_0896,2,896,13.0,13.0,CC_0474,7,474,15.0,1.0,17.0,1.0,0.0,1.0
896,508,1.9382479470065466,MD_0896,2,896,13.0,13.0,CC_0508,3,508,174.0,1.0,17.0,1.0,0.0,1.0
897,110,7.234504125089879,MD_0897,2,897,14.0,15.0,CC_0110,5,110,,0.0,15.0,1.0,0.0,1.0
897,191,1.232133916315954,MD_0897,2,897,14.0,15.0,CC_0191,4,191,,0.0,,0.0,,0.0
898,70,4.819182159887513,MD_0898,2,898,12.0,12.0,CC_0070,4,70,,0.0,,0.0,,0.0
899,99,1.8510412157416125,MD_0899,2,899,7.0,7.0,CC_0099,5,99,,0.0,,0.0,,0.0
900,534,2.052191299310657,MD_0900,2,900,12.0,12.0,CC_0534,3,534,46.0,1.0,17.0,1.0,0.0,1.0
900,621,4.819182159887513,MD_0900,2,900,12.0,12.0,CC_0621,4,621,,0.0,17.0,1.0,0.0,1.0
901,5,5.913524036478753,MD_0901,2,901,14.0,14.0,CC_0005,7,5,209.0,0.8571428571428571,12.0,1.0,0.0,1.0
902,0,16.477980938682364,MD_0902,2,902,12.0,12.0,CC_0000,8,0,152.0,1.0,17.0,1.0,0.0,1.0
903,212,1.9382479470065466,MD_0903,2,903,13.0,13.0,CC_0212,3,212,,0.0,,0.0,,0.0
903,628,1.9382479470065466,MD_0903,2,903,13.0,13.0,CC_0628,3,628,100.0,1.0,8.0,1.0,,0.0
904,2,5.741631868331762,MD_0904,2,904,12.0,12.0,CC_0002,46,2,125.0,1.0,17.0,1.0,0.0,1.0
904,424,7.637243016645586,MD_0904,2,904,12.0,12.0,CC_0424,5,424,161.0,1.0,17.0,1.0,0.0,1.0
905,161,5.969719314470154,MD_0905,2,905,7.0,7.0,CC_0161,4,161,,0.0,12.0,1.0,0.0,1.0
908,40,1.9382479470065466,MD_0908,2,908,13.0,13.0,CC_0040,3,40,,0.0,,0.0,,0.0
908,497,1.9382479470065466,MD_0908,2,908,13.0,13.0,CC_0497,3,497,,0.0,,0.0,,0.0
909,27,4.659481317020457,MD_0909,2,909,13.0,13.0,CC_0027,4,27,60.0,1.0,17.0,1.0,0.0,1.0
909,294,1.9382479470065466,MD_0909,2,909,13.0,13.0,CC_0294,3,294,,0.0,,0.0,,0.0
910,472,4.819182159887513,MD_0910,2,910,12.0,12.0,CC_0472,4,472,24.0,1.0,12.0,1.0,0.0,1.0
911,434,10.513213278433811,MD_0911,2,911,12.0,13.0,CC_0434,6,434,,0.0,,0.0,,0.0
914,365,2.850545935783817,MD_0914,2,914,7.0,7.0,CC_0365,3,365,263.0,1.0,17.0,1.0,0.0,1.0
917,154,3.1171974109450975,MD_0917,2,917,7.0,7.0,CC_0154,13,154,,0.0,,0.0,,0.0
920,127,3.1189530772121614,MD_0920,2,920,12.0,12.0,CC_0127,23,127,,0.0,15.0,1.0,0.0,1.0
920,182,7.637243016645586,MD_0920,2,920,12.0,12.0,CC_0182,5,182,103.0,0.3333333333333333,17.0,1.0,0.0,1.0
922,305,3.6486891964440478,MD_0922,2,922,10.0,10.0,CC_0305,7,305,,0.0,,0.0,,0.0
922,530,2.315432734086457,MD_0922,2,922,10.0,10.0,CC_0530,3,530,,0.0,,0.0,,0.0
923,92,2.315432734086457,MD_0923,2,923,10.0,10.0,CC_0092,3,92,142.0,1.0,12.0,1.0,0.0,1.0
925,295,3.0931797187378436,MD_0925,2,925,10.0,10.0,CC_0295,9,295,169.0,0.6666666666666666,17.0,1.0,0.0,1.0
926,543,8.13456765745232,MD_0926,2,926,10.0,10.0,CC_0543,5,543,,0.0,,0.0,,0.0
927,142,4.01626954179291,MD_0927,2,927,10.0,10.0,CC_0142,6,142,,0.0,17.0,1.0,0.0,1.0
927,297,2.315432734086457,MD_0927,2,927,10.0,10.0,CC_0297,3,297,,0.0,12.0,1.0,0.0,1.0
928,72,5.4864780313878665,MD_0928,2,928,10.0,10.0,CC_0072,29,72,159.0,1.0,12.0,1.0,0.0,1.0
928,321,2.315432734086457,MD_0928,2,928,10.0,10.0,CC_0321,3,321,,0.0,17.0,1.0,0.0,1.0
929,278,4.397902867880891,MD_0929,2,929,11.0,12.0,CC_0278,15,278,235.0,1.0,17.0,1.0,0.0,1.0
929,448,10.814243274097075,MD_0929,2,929,11.0,12.0,CC_0448,6,448,,0.0,12.0,1.0,,0.0
930,526,2.315432734086457,MD_0930,2,930,10.0,10.0,CC_0526,3,526,,0.0,,0.0,,0.0
932,499,5.191568064087301,MD_0932,2,932,10.0,10.0,CC_0499,4,499,,0.0,,0.0,,0.0
933,397,5.969719314470154,MD_0933,2,933,7.0,9.0,CC_0397,4,397,,0.0,15.0,1.0,0.0,1.0
934,166,1.4710777128789267,MD_0934,2,934,9.0,9.0,CC_0166,5,166,,0.0,,0.0,,0.0
936,93,5.413416813706567,MD_0936,2,936,9.0,9.0,CC_0093,4,93,,0.0,17.0,1.0,0.0,1.0
938,513,4.237986120464274,MD_0938,2,938,9.0,9.0,CC_0513,6,513,,0.0,,0.0,,0.0
940,57,5.413416813706567,MD_0940,2,940,9.0,9.0,CC_0057,4,57,68.0,1.0,12.0,1.0,0.0,1.0
941,475,2.47033469407339,MD_0941,2,941,9.0,9.0,CC_0475,3,475,,0.0,,0.0,,0.0
942,578,4.394613980134698,MD_0942,2,942,6.0,6.0,CC_0578,3,578,118.0,1.0,15.0,1.0,0.0,1.0
943,267,6.813036598541153,MD_0943,2,943,10.0,10.0,CC_0267,7,267,,0.0,,0.0,,0.0
943,572,8.13456765745232,MD_0943,2,943,10.0,10.0,CC_0572,5,572,,0.0,12.0,1.0,0.0,1.0
945,50,4.125413948396973,MD_0945,2,945,8.0,8.0,CC_0050,7,50,147.0,0.6666666666666666,17.0,1.0,0.0,1.0
946,72,1.0460040342742696,MD_0946,2,946,9.0,9.0,CC_0072,29,72,159.0,1.0,12.0,1.0,0.0,1.0
947,301,4.660455437221083,MD_0947,2,947,10.0,10.0,CC_0301,15,301,219.0,1.0,17.0,1.0,0.0,1.0
948,312,2.47033469407339,MD_0948,2,948,9.0,9.0,CC_0312,3,312,,0.0,17.0,1.0,0.0,1.0
949,82,2.315432734086457,MD_0949,2,949,10.0,10.0,CC_0082,3,82,76.0,1.0,17.0,1.0,0.0,1.0
949,182,8.13456765745232,MD_0949,2,949,10.0,10.0,CC_0182,5,182,103.0,0.3333333333333333,17.0,1.0,0.0,1.0
950,509,2.2487335703155473,MD_0950,2,950,7.0,7.0,CC_0509,4,509,87.0,1.0,8.0,1.0,,0.0
951,163,8.435597653115648,MD_0951,2,951,6.0,6.0,CC_0163,9,163,50.0,1.0,12.0,1.0,0.0,1.0
952,163,8.435597653115648,MD_0952,2,952,6.0,6.0,CC_0163,9,163,50.0,1.0,12.0,1.0,0.0,1.0
953,58,3.093583984469314,MD_0953,2,953,6.0,6.0,CC_0058,3,58,63.0,1.0,12.0,1.0,0.0,1.0
953,274,2.4917096993025165,MD_0953,2,953,6.0,6.0,CC_0274,4,274,65.0,1.0,12.0,1.0,0.0,1.0
954,7,1.3432868534719917,MD_0954,2,954,10.0,10.0,CC_0007,62,7,234.0,0.34210526315789475,12.0,1.0,0.0,1.0
954,29,1.8240180710936533,MD_0954,2,954,10.0,10.0,CC_0029,50,29,,0.0,12.0,0.9743589743589743,0.0,1.0
961,4,3.3480556884528294,MD_0961,2,961,8.0,8.0,CC_0004,10,4,207.0,1.0,12.0,1.0,0.0,1.0
962,266,2.850545935783817,MD_0962,2,962,7.0,7.0,CC_0266,3,266,,0.0,17.0,1.0,0.0,1.0
964,405,2.850545935783817,MD_0964,2,964,7.0,7.0,CC_0405,3,405,,0.0,,0.0,,0.0
967,462,2.044675516200847,MD_0967,2,967,8.0,8.0,CC_0462,4,462,,0.0,,0.0,,0.0
969,297,2.850545935783817,MD_0969,2,969,7.0,7.0,CC_0297,3,297,,0.0,12.0,1.0,0.0,1.0
970,174,2.850545935783817,MD_0970,2,970,7.0,7.0,CC_0174,3,174,,0.0,17.0,1.0,0.0,1.0
974,219,1.3162996470457111,MD_0974,2,974,6.0,6.0,CC_0219,10,219,,0.0,,0.0,,0.0
976,422,2.2487335703155473,MD_0976,2,976,7.0,7.0,CC_0422,4,422,,0.0,,0.0,,0.0
977,15,2.646425953128496,MD_0977,2,977,6.0,6.0,CC_0015,8,15,153.0,1.0,12.0,1.0,0.0,1.0
980,160,5.270947437177828,MD_0980,2,980,7.0,7.0,CC_0160,5,160,,0.0,,0.0,,0.0
981,161,5.668689318810049,MD_0981,2,981,8.0,8.0,CC_0161,4,161,,0.0,12.0,1.0,0.0,1.0
986,534,2.850545935783817,MD_0986,2,986,7.0,7.0,CC_0534,3,534,46.0,1.0,17.0,1.0,0.0,1.0
989,10,1.1704192795497992,MD_0989,2,989,6.0,6.0,CC_0010,9,10,,0.0,15.0,1.0,0.0,1.0
990,11,5.969719314470154,MD_0990,2,990,7.0,7.0,CC_0011,4,11,80.0,1.0,12.0,1.0,0.0,1.0
992,62,3.093583984469314,MD_0992,2,992,6.0,7.0,CC_0062,3,62,,0.0,15.0,1.0,0.0,1.0
996,512,5.969719314470154,MD_0996,2,996,7.0,7.0,CC_0512,4,512,,0.0,,0.0,,0.0
997,95,2.850545935783817,MD_0997,2,997,7.0,7.0,CC_0095,3,95,254.0,1.0,12.0,1.0,0.0,1.0
997,403,2.850545935783817,MD_0997,2,997,7.0,7.0,CC_0403,3,403,,0.0,,0.0,,0.0
998,508,2.850545935783817,MD_0998,2,998,7.0,7.0,CC_0508,3,508,174.0,1.0,17.0,1.0,0.0,1.0
1000,215,2.850545935783817,MD_1000,2,1000,7.0,8.0,CC_0215,3,215,,0.0,,0.0,,0.0
1002,220,1.307468564300553,MD_1002,2,1002,7.0,7.0,CC_0220,7,220,,0.0,17.0,1.0,0.0,1.0
1002,587,2.850545935783817,MD_1002,2,1002,7.0,7.0,CC_0587,3,587,,0.0,,0.0,,0.0
1004,101,2.4917096993025165,MD_1004,2,1004,6.0,6.0,CC_0101,4,101,75.0,1.0,15.0,1.0,0.0,1.0
1006,490,2.4917096993025165,MD_1006,2,1006,6.0,6.0,CC_0490,4,490,,0.0,,0.0,,0.0
1007,58,3.093583984469314,MD_1007,2,1007,6.0,6.0,CC_0058,3,58,63.0,1.0,12.0,1.0,0.0,1.0
1009,4,3.6486891964432537,MD_1009,2,1009,7.0,7.0,CC_0004,10,4,207.0,1.0,12.0,1.0,0.0,1.0
1009,153,2.850545935783817,MD_1009,2,1009,7.0,7.0,CC_0153,3,153,,0.0,,0.0,,0.0
1013,489,2.2487335703155473,MD_1013,2,1013,7.0,7.0,CC_0489,4,489,,0.0,,0.0,,0.0
1015,86,1.726526371836771,MD_1015,2,1015,8.0,8.0,CC_0086,23,86,,0.0,,0.0,,0.0
1017,11,2.2487335703155473,MD_1017,2,1017,7.0,7.0,CC_0011,4,11,80.0,1.0,12.0,1.0,0.0,1.0
1018,321,2.850545935783817,MD_1018,2,1018,7.0,7.0,CC_0321,3,321,,0.0,17.0,1.0,0.0,1.0
1019,161,5.969719314470154,MD_1019,2,1019,7.0,7.0,CC_0161,4,161,,0.0,12.0,1.0,0.0,1.0
1020,188,4.794024337134765,MD_1020,2,1020,7.0,7.0,CC_0188,6,188,,0.0,12.0,1.0,0.0,1.0
1021,464,7.513787358821034,MD_1021,2,1021,8.0,8.0,CC_0464,4,464,,0.0,,0.0,,0.0
1022,27,5.969719314470154,MD_1022,2,1022,7.0,7.0,CC_0027,4,27,60.0,1.0,17.0,1.0,0.0,1.0
1023,585,3.093583984469314,MD_1023,2,1023,6.0,7.0,CC_0585,3,585,,0.0,,0.0,,0.0
1024,310,5.969719314470154,MD_1024,2,1024,7.0,8.0,CC_0310,4,310,,0.0,17.0,1.0,0.0,1.0
1026,101,5.969719314470154,MD_1026,2,1026,7.0,7.0,CC_0101,4,101,75.0,1.0,15.0,1.0,0.0,1.0
1027,157,2.850545935783817,MD_1027,2,1027,7.0,7.0,CC_0157,3,157,,0.0,,0.0,,0.0
1028,92,2.850545935783817,MD_1028,2,1028,7.0,7.0,CC_0092,3,92,142.0,1.0,12.0,1.0,0.0,1.0
1029,481,5.969719314470154,MD_1029,2,1029,7.0,7.0,CC_0481,4,481,,0.0,8.0,1.0,,0.0
1032,156,2.850545935783817,MD_1032,2,1032,7.0,7.0,CC_0156,3,156,,0.0,17.0,1.0,0.0,1.0
1034,257,1.015703163424063,MD_1034,2,1034,6.0,6.0,CC_0257,10,257,79.0,0.6666666666666666,12.0,1.0,0.0,1.0
1035,448,4.794024337134765,MD_1035,2,1035,7.0,7.0,CC_0448,6,448,,0.0,12.0,1.0,,0.0
1037,5,4.426245734132236,MD_1037,2,1037,7.0,7.0,CC_0005,7,5,209.0,0.8571428571428571,12.0,1.0,0.0,1.0
1038,11,5.969719314470154,MD_1038,2,1038,7.0,7.0,CC_0011,4,11,80.0,1.0,12.0,1.0,0.0,1.0
1039,50,4.426245734132236,MD_1039,2,1039,7.0,7.0,CC_0050,7,50,147.0,0.6666666666666666,17.0,1.0,0.0,1.0
1040,299,1.7931111761138325,MD_1040,2,1040,6.0,6.0,CC_0299,6,299,176.0,1.0,15.0,1.0,0.0,1.0
1041,11,2.2487335703155473,MD_1041,2,1041,7.0,7.0,CC_0011,4,11,80.0,1.0,12.0,1.0,0.0,1.0
1041,182,5.270947437177828,MD_1041,2,1041,7.0,7.0,CC_0182,5,182,103.0,0.3333333333333333,17.0,1.0,0.0,1.0
1042,25,1.8510412157416125,MD_1042,2,1042,7.0,7.0,CC_0025,5,25,64.0,0.6,12.0,1.0,0.0,1.0
1042,132,4.794024337134765,MD_1042,2,1042,7.0,7.0,CC_0132,6,132,,0.0,17.0,0.75,0.0,1.0
1044,321,2.850545935783817,MD_1044,2,1044,7.0,7.0,CC_0321,3,321,,0.0,17.0,1.0,0.0,1.0
1046,66,3.9254035904423077,MD_1046,2,1046,6.0,6.0,CC_0066,19,66,116.0,0.6111111111111112,12.0,1.0,0.0,1.0
1047,188,1.7931111761138325,MD_1047,2,1047,6.0,6.0,CC_0188,6,188,,0.0,12.0,1.0,0.0,1.0
1049,395,6.8148173544850135,MD_1049,2,1049,8.0,8.0,CC_0395,5,395,221.0,1.0,17.0,1.0,0.0,1.0
1051,192,3.093583984469314,MD_1051,2,1051,6.0,6.0,CC_0192,3,192,,0.0,,0.0,,0.0
1061,304,1.015703163424063,MD_1061,2,1061,6.0,6.0,CC_0304,10,304,,0.0,,0.0,,0.0
1062,568,3.093583984469314,MD_1062,2,1062,6.0,6.0,CC_0568,3,568,,0.0,,0.0,,0.0
1064,589,3.093583984469314,MD_1064,2,1064,6.0,6.0,CC_0589,3,589,,0.0,,0.0,,0.0
1065,252,2.4917096993025165,MD_1065,2,1065,6.0,6.0,CC_0252,4,252,23.0,1.0,15.0,1.0,0.0,1.0
1066,355,1.1704192795497992,MD_1066,2,1066,6.0,6.0,CC_0355,9,355,,0.0,,0.0,,0.0
1073,391,2.4917096993025165,MD_1073,2,1073,6.0,6.0,CC_0391,4,391,,0.0,,0.0,,0.0
1074,219,1.015703163424063,MD_1074,2,1074,6.0,6.0,CC_0219,10,219,,0.0,,0.0,,0.0
1076,150,1.3463247177062607,MD_1076,2,1076,6.0,6.0,CC_0150,8,150,,0.0,,0.0,,0.0
1086,466,2.7926777840799843,MD_1086,2,1086,6.0,6.0,CC_0466,4,466,,0.0,,0.0,,0.0
1092,646,3.093583984469314,MD_1092,2,1092,6.0,6.0,CC_0646,3,646,,0.0,,0.0,,0.0
1096,338,3.093583984469314,MD_1096,2,1096,6.0,6.0,CC_0338,3,338,,0.0,,0.0,,0.0
1096,595,3.093583984469314,MD_1096,2,1096,6.0,6.0,CC_0595,3,595,,0.0,,0.0,,0.0
1097,725,3.093583984469314,MD_1097,2,1097,6.0,6.0,CC_0725,3,725,,0.0,,0.0,,0.0
1098,99,2.0939554197251695,MD_1098,2,1098,6.0,6.0,CC_0099,5,99,,0.0,,0.0,,0.0
1101,77,3.093583984469314,MD_1101,2,1101,6.0,6.0,CC_0077,3,77,,0.0,,0.0,,0.0
1103,40,3.394613980132581,MD_1103,2,1103,6.0,6.0,CC_0040,3,40,,0.0,,0.0,,0.0
1106,248,3.394613980132581,MD_1106,2,1106,6.0,6.0,CC_0248,3,248,,0.0,,0.0,,0.0
1107,207,1.3463247177062607,MD_1107,2,1107,6.0,6.0,CC_0207,8,207,,0.0,,0.0,,0.0
1107,719,3.093583984469314,MD_1107,2,1107,6.0,6.0,CC_0719,3,719,,0.0,,0.0,,0.0
1111,500,3.7925539888050075,MD_1111,2,1111,6.0,6.0,CC_0500,3,500,,0.0,,0.0,,0.0
1112,587,4.394613980134698,MD_1112,2,1112,6.0,6.0,CC_0587,3,587,,0.0,,0.0,,0.0
1114,499,2.4917096993025165,MD_1114,2,1114,6.0,6.0,CC_0499,4,499,,0.0,,0.0,,0.0
1115,719,3.394613980132581,MD_1115,2,1115,6.0,6.0,CC_0719,3,719,,0.0,,0.0,,0.0
1117,499,3.792553988806736,MD_1117,2,1117,6.0,6.0,CC_0499,4,499,,0.0,,0.0,,0.0
1118,534,3.093583984469314,MD_1118,2,1118,6.0,6.0,CC_0534,3,534,46.0,1.0,17.0,1.0,0.0,1.0
1119,352,3.093583984469314,MD_1119,2,1119,6.0,6.0,CC_0352,3,352,,0.0,,0.0,,0.0
1119,396,3.093583984469314,MD_1119,2,1119,6.0,6.0,CC_0396,3,396,,0.0,17.0,1.0,0.0,1.0
1121,489,2.4917096993025165,MD_1121,2,1121,6.0,6.0,CC_0489,4,489,,0.0,,0.0,,0.0
1129,558,4.394613980134698,MD_1129,2,1129,6.0,6.0,CC_0558,3,558,,0.0,,0.0,,0.0
1131,612,3.3946139801346966,MD_1131,2,1131,6.0,6.0,CC_0612,5,612,,0.0,,0.0,,0.0
1138,4,1.015703163424063,MD_1138,2,1138,6.0,6.0,CC_0004,10,4,207.0,1.0,12.0,1.0,0.0,1.0
1138,161,2.4917096993025165,MD_1138,2,1138,6.0,6.0,CC_0161,4,161,,0.0,12.0,1.0,0.0,1.0
1140,163,1.1704192795497992,MD_1140,2,1140,6.0,6.0,CC_0163,9,163,50.0,1.0,12.0,1.0,0.0,1.0
1142,396,3.093583984469314,MD_1142,2,1142,6.0,6.0,CC_0396,3,396,,0.0,17.0,1.0,0.0,1.0
1143,11,3.792553988806736,MD_1143,2,1143,6.0,6.0,CC_0011,4,11,80.0,1.0,12.0,1.0,0.0,1.0
1144,11,3.792553988806736,MD_1144,2,1144,6.0,6.0,CC_0011,4,11,80.0,1.0,12.0,1.0,0.0,1.0
1145,11,2.4917096993025165,MD_1145,2,1145,6.0,6.0,CC_0011,4,11,80.0,1.0,12.0,1.0,0.0,1.0
1146,205,7.513787358821034,MD_1146,2,1146,6.0,6.0,CC_0205,4,205,19.0,1.0,17.0,1.0,0.0,1.0
1147,621,7.513787358821034,MD_1147,2,1147,6.0,6.0,CC_0621,4,621,,0.0,17.0,1.0,0.0,1.0
1148,49,1.1704192795497992,MD_1148,2,1148,6.0,6.0,CC_0049,9,49,128.0,1.0,17.0,1.0,0.0,1.0
1148,69,1.1704192795497992,MD_1148,2,1148,6.0,6.0,CC_0069,9,69,216.0,1.0,17.0,1.0,0.0,1.0
1150,188,3.0935839844707154,MD_1150,2,1150,6.0,6.0,CC_0188,6,188,,0.0,12.0,1.0,0.0,1.0
