contig	Length	B0H_BULK_S142_L006.vir.sortedIndexed.bam	B0H_BULK_S59_L006.vir.sortedIndexed.bam	B0H_VFD_S134_L006.vir.sortedIndexed.bam	B0H_VFD_S52_L006.vir.sortedIndexed.bam	B0L_BULK_S141_L006.vir.sortedIndexed.bam	B0L_BULK_S58_L006.vir.sortedIndexed.bam	B0L_VFD_S133_L006.vir.sortedIndexed.bam	B0L_VFD_S51_L006.vir.sortedIndexed.bam	B2R2H_BULK_S144_L006.vir.sortedIndexed.bam	B2R2H_BULK_S61_L006.vir.sortedIndexed.bam	B2R2H_VFD_S136_L006.vir.sortedIndexed.bam	B2R2H_VFD_S54_L006.vir.sortedIndexed.bam	B2R2L_BULK_S143_L006.vir.sortedIndexed.bam	B2R2L_BULK_S60_L006.vir.sortedIndexed.bam	B2R2L_VFD_S135_L006.vir.sortedIndexed.bam	B2R2L_VFD_S53_L006.vir.sortedIndexed.bam	B3R2H_BULK_S146_L006.vir.sortedIndexed.bam	B3R2H_BULK_S65_L006.vir.sortedIndexed.bam	B3R2H_VFD_S138_L006.vir.sortedIndexed.bam	B3R2H_VFD_S55_L006.vir.sortedIndexed.bam	B3R2L_BULK_S145_L006.vir.sortedIndexed.bam	B3R2L_BULK_S62_L006.vir.sortedIndexed.bam	B3R2L_VFD_S137_L006.vir.sortedIndexed.bam	B8R2H_BULK_S148_L006.vir.sortedIndexed.bam	B8R2H_BULK_S63_L006.vir.sortedIndexed.bam	B8R2H_VFD_S140_L006.vir.sortedIndexed.bam	B8R2H_VFD_S57_L006.vir.sortedIndexed.bam	B8R2L_BULK_S147_L006.vir.sortedIndexed.bam	B8R2L_BULK_S64_L006.vir.sortedIndexed.bam	B8R2L_VFD_S139_L006.vir.sortedIndexed.bam	B8R2L_VFD_S56_L006.vir.sortedIndexed.bam
biochar_0	259025	0.0000	0.1265	0.0000	0.7315	0.0000	0.0000	0.0000	3.8364	0.0000	0.0992	0.0000	0.0000	0.0000	0.0000	0.0000	70.1644	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_1	246933	0.0000	0.0000	0.0247	1.0343	0.0000	0.0000	0.1000	2.6731	0.0000	0.0000	0.0000	0.3734	0.0000	0.0000	0.4644	3.0070	0.0597	0.0000	4.0613	16.9710	0.0000	0.0000	0.0694	0.0000	0.0269	0.7629	8.5229	0.0000	0.0000	0.1891	0.9701
biochar_2	153522	0.0000	0.0000	0.3895	4.2400	0.0000	0.0000	0.0829	1.9624	0.0000	0.0000	0.1395	3.8714	0.0000	0.3540	2.1290	47.9089	0.0000	0.0000	0.0035	0.8521	0.0000	0.0000	2.0490	0.0000	0.0000	0.3618	17.8180	0.0000	0.0000	0.7155	9.3543
biochar_3	153521	0.0000	0.0000	0.0000	0.0344	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1357	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0202	0.0000	0.0000	0.0000	0.2195	0.0000	0.0000	0.0000	0.0000
biochar_4	153377	0.0000	0.0000	0.0000	0.5452	0.0000	0.0000	0.0000	0.8896	0.0000	0.0000	0.0000	3.1763	0.0000	0.6113	0.0000	12.2344	0.0000	0.0000	0.0000	1.4532	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0940	0.0000	0.0382	0.0000	0.6926
biochar_5	144803	0.0000	0.0000	28.7502	0.3312	0.0000	0.0000	0.0253	0.0000	0.0000	0.0000	4.5795	0.0000	0.0000	0.0000	0.0549	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5521	0.0000	0.0000	7.6853	0.0135	0.0000	0.0000	22.8880	0.1585
biochar_6	127655	0.0000	0.0000	5.1183	16.0516	0.0000	0.0000	4.4495	18.2726	0.0000	0.0000	0.7118	13.6918	0.0000	0.0350	8.5485	26.3768	0.0000	0.0000	6.5928	11.1279	0.0000	0.0000	4.5758	0.0000	0.0000	3.7274	13.2439	0.0000	0.0000	5.8399	19.2541
biochar_7	127076	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_8	122279	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1299	0.0000	0.0000	0.0000	0.0000	0.0000	0.0077	2.4553	21.5672
biochar_9	117645	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8417	1.3445	0.0000	0.0000	0.0725	0.8709	0.0000	0.0000	0.5172	0.4776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0646	0.0000	0.0000	99.0705	0.0000	0.0000	0.0000	0.1394	0.0000
biochar_10	111542	0.0161	0.0000	4.3124	8.6760	0.0000	0.0000	0.9662	16.9811	0.0000	0.0000	1.3788	11.2770	1.3322	0.0000	11.4177	12.2469	0.0000	0.0000	4.1653	2.6699	0.0000	0.0000	3.5294	0.4931	0.0000	5.2101	6.8691	0.2574	0.0000	5.3484	9.6136
biochar_11	111521	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_12	110876	0.0000	0.0000	0.0000	0.4725	0.0000	0.0000	0.0000	1.7264	0.0000	0.0731	0.0000	5.5647	0.0000	0.0000	0.0000	0.7933	0.0000	0.0000	0.1918	17.0531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0130	1.9209	0.0000	0.0227	0.0000	3.0533
biochar_13	110278	0.0000	0.0000	1.0937	6.8721	0.0000	0.0000	0.5750	9.5593	0.0000	0.0000	0.0902	15.7309	0.0000	0.0000	2.0802	12.3518	0.0000	0.0000	1.2457	8.5635	0.0000	0.0000	1.9211	0.0000	0.0000	0.6102	9.5441	0.0000	0.0148	4.5762	36.1509
biochar_14	108050	0.0000	0.0000	17.7240	0.0000	0.0000	0.0000	7.4499	0.0000	0.0000	0.0000	2.3168	0.0000	0.0000	0.0000	0.7896	0.0000	0.0000	0.0000	1.2954	0.0341	0.0000	0.0000	5.3995	0.0000	0.0000	0.3351	0.0000	0.0000	0.0000	1.8719	0.1771
biochar_15	105009	0.0000	0.0000	0.3650	2.3462	0.0000	0.0000	0.0000	1.4984	0.0000	0.0000	0.0000	1.2688	0.0000	0.0000	0.3338	1.6593	0.0000	0.0000	0.4315	1.8785	0.0000	0.0000	0.1660	0.0000	0.0000	0.1767	19.3072	0.0000	0.0000	2.2362	5.2382
biochar_16	103579	0.0000	0.0000	3.8925	0.1927	0.0000	0.0000	6.0143	0.4460	0.6609	0.0329	4.3787	0.7208	0.0000	0.0000	6.1858	0.1890	0.0000	0.0000	10.0455	0.2850	0.0474	0.0000	13.5913	0.0000	0.0000	7.6690	0.0000	0.0000	0.0000	10.8697	1.2430
biochar_17	100436	0.0989	0.0000	5.3587	8.4729	0.0000	0.0000	0.5447	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2066	0.0000	0.0000	0.0000	0.0000
biochar_18	100237	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_19	99663	0.1121	0.0000	11.0166	6.4059	0.1220	0.0667	3.3672	11.8834	0.1137	0.0000	0.8844	1.5289	0.0914	0.0000	10.5425	11.7749	0.2792	0.0000	13.8148	9.0730	0.5248	0.0000	9.4942	0.2067	0.0000	6.6151	7.7452	0.1612	0.0819	13.4044	34.7794
biochar_21	97428	0.0000	0.0000	6.7693	108.3573	0.0457	0.0000	3.8857	0.5874	0.0000	0.0000	0.0000	19.9993	0.0205	0.0000	2.7516	16.4288	0.0000	0.0000	2.4315	17.2969	0.0000	0.0785	2.6092	0.0000	0.0000	0.2612	7.1566	0.0000	0.0000	11.0668	3.6311
biochar_22	95341	0.0000	0.0000	0.4029	4.5362	0.0000	0.0000	0.1300	6.8467	0.0000	0.0000	0.1636	19.3249	0.0000	0.0000	0.1946	5.8670	0.0000	0.0131	1.2230	12.0573	0.0000	0.0444	0.6024	0.0000	0.0000	0.4478	11.7850	0.0000	0.0000	0.3774	2.4583
biochar_23	95069	0.0000	0.0000	0.3938	1.1563	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2708	13.0994	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8750	0.0000	0.0000	0.0000	0.0211	0.0000	0.0000	0.1779	2.2832
biochar_24	92791	0.0000	0.0000	5.1614	1.9732	0.1963	0.0000	6.1004	0.9998	0.1311	0.0000	2.8247	1.2244	0.0000	0.0000	16.4218	3.4289	0.0000	0.0000	6.6575	1.5495	0.0000	0.0000	8.3697	5.1527	0.0000	1.3859	1.4576	1.1966	0.0000	2.4497	2.4568
biochar_25	92695	0.0000	0.0145	6.0671	21.6715	0.0000	0.0000	0.3120	2.3322	0.0000	0.0000	0.1800	6.9442	0.0000	0.0000	0.3241	2.5240	0.0000	0.0000	0.1087	0.6281	0.0000	0.0000	0.5282	0.0000	0.0000	0.0000	1.2640	0.0000	0.0000	0.5217	2.4203
biochar_26	91769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.1136	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_27	90027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0071	0.0000	0.0000	0.0000	0.4815	0.0000	0.0000	0.0000	0.0526	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0721	0.0000	0.0000	0.0000	0.1083
biochar_28	89662	0.0360	0.0000	7.1401	4.2382	0.1002	0.0000	2.1014	7.9238	0.0697	0.0000	0.4844	0.8828	0.0098	0.0000	6.8555	7.9905	0.1705	0.0000	10.1304	6.1151	0.3257	0.0000	6.2811	0.1431	0.0000	4.2516	5.3828	0.1302	0.0078	9.4741	24.6510
biochar_29	88642	0.8933	0.3206	76.5587	117.5846	0.5991	0.6504	38.3312	112.5134	0.1649	0.0022	7.7798	32.2153	0.0195	0.0000	21.2885	13.3752	0.1749	0.0524	31.7456	11.8205	0.0920	0.0000	19.8101	0.2827	0.0000	14.1919	39.2313	0.0000	0.0000	1.6120	0.0000
biochar_30	87068	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6426	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.3793	0.5721	0.0000	0.0000	0.0000	0.0000
biochar_31	86414	0.0000	0.0000	3.6190	13.0287	0.0000	0.0000	1.5339	13.1236	0.0000	0.0000	0.0000	0.6738	0.0000	0.0000	0.4604	5.9270	0.0000	0.0000	3.7321	1.5599	0.0000	0.0000	0.3088	0.0000	0.0000	3.0860	10.2387	0.0000	0.0000	2.1827	1.7619
biochar_32	85471	0.0000	0.0000	0.0413	0.0289	0.0000	0.0000	0.0000	0.0858	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0609	0.0904	0.0000	0.0000	0.0872	0.0462	0.0000	0.0000	0.0151	0.0000	0.0000	0.0433	0.0302	0.0000	0.0000	0.1075	0.2515
biochar_33	84993	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4336	0.0000	0.0000	0.0000	2.1289	0.0000	0.0000	0.0000	1.3802	0.0000	0.0000	0.3630	0.6648	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.9643	0.0000	2.8573	0.0000	3.1063
biochar_34	84527	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	77.1625	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_35	82399	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5183	0.0000	20.4629	25.5439	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_37	81369	0.0816	0.0000	3.7167	8.1235	0.0000	0.0000	3.1005	13.5245	0.0000	0.0000	0.3241	12.7669	0.0000	0.0000	1.4011	7.0605	0.1356	0.0000	5.3597	4.8715	0.0000	0.0000	1.7810	0.0000	0.0000	0.8755	4.6849	0.0000	0.0000	1.5858	3.5036
biochar_38	81319	0.4609	0.2041	46.3894	49.8203	0.0000	0.0000	0.5265	0.0263	0.9045	0.0967	12.3044	14.6176	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9481	0.0000	27.8403	0.0000	0.0000	1.8367	0.0000	0.0000	0.0000	2.8732	0.4736
biochar_40	78919	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1940	0.0000	0.0000	0.0000	0.6179	3.5918	0.0000	13.4919	1.7516	0.4190	0.0000	10.9777	1.5330	0.0000	0.0000	0.0260	0.0000	0.0000	0.0000	0.0000	0.0517	0.0000	0.0000	0.0000
biochar_42	78790	0.0000	0.0000	0.0395	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4570	0.0272	0.0000	0.0000	0.1695	0.0000	0.0000	0.0000	0.1383	0.0000	0.0235	0.0000	5.4427	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.6473	1.2937
biochar_44	78390	0.0000	0.0000	1.5247	10.4014	0.0000	0.0000	0.5546	2.8410	0.0000	0.0000	0.3056	9.5508	0.0000	0.0000	1.4749	14.7808	0.0000	0.0000	1.9365	7.7218	0.0000	0.0000	1.2236	0.0000	0.0000	0.8756	6.4525	0.0000	0.0000	1.8652	7.1663
biochar_45	78139	0.0108	0.0000	5.0801	17.7393	0.0000	0.0000	1.9539	12.2640	0.0000	0.0806	1.2575	23.2296	0.0000	0.0002	5.0138	20.6676	0.0000	0.0000	4.7541	9.3774	0.0000	0.0465	5.1689	0.0000	0.0000	3.2510	11.3740	0.0000	0.0650	6.8404	17.8481
biochar_46	77918	0.0000	0.0000	0.0094	1.9592	0.0000	0.0000	0.0000	1.7028	0.0000	0.0000	0.0000	0.0831	0.0000	0.0000	0.0000	0.7707	0.0000	0.0000	0.0000	0.8255	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	27.7710	0.0000	0.0000	0.0000	0.2798
biochar_47	77684	0.0000	0.0000	1.3544	0.2046	0.0000	0.0000	2.8593	1.5615	0.0000	0.0000	0.5429	1.5460	0.0000	0.0000	4.9595	1.4639	0.7358	0.0000	15.4435	0.4458	0.0000	0.0000	4.1717	0.0000	0.0000	1.9850	2.4384	0.0000	0.0000	3.2856	1.0443
biochar_48	77037	0.0000	0.0000	0.0000	1.4344	0.0000	0.0000	0.0883	0.8326	0.0000	0.0000	0.0000	11.6054	0.0000	0.0000	0.0000	1.0768	0.0000	0.0000	0.0562	1.1299	0.0000	0.0000	0.0328	0.0000	0.0000	0.0000	0.2860	0.0000	0.0000	0.2875	3.6809
biochar_49	76934	0.0000	0.0000	0.0000	0.0424	0.0000	0.0000	0.0824	0.0000	0.0000	0.0000	0.3323	0.1705	0.0000	0.0000	0.4381	0.0000	0.0000	0.0000	14.1879	0.0000	0.0000	0.0000	0.5493	0.0000	0.0000	0.0769	0.0000	0.0000	0.0000	3.9419	2.2177
biochar_50	76785	0.0000	0.0000	9.3682	6.3714	0.0000	0.0000	2.0002	3.4637	1.1720	0.0000	4.0428	9.1377	0.0708	0.0000	9.4608	6.0265	0.1324	0.0170	14.4757	5.3562	0.1584	0.0246	10.4855	2.5970	0.0060	11.9953	13.5584	0.1840	0.0000	14.0351	6.4004
biochar_51	76556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.3928	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_53	75484	0.0000	0.0000	0.0000	0.0577	0.0000	0.0000	0.0000	0.1675	0.0000	0.0000	0.0000	0.3101	0.0000	0.0000	0.0000	0.1101	0.0000	0.0000	0.1679	5.1788	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2125	0.0000	0.0000	0.0000	17.3759
biochar_54	75068	0.0000	0.0000	0.0000	1.1014	0.0000	0.0000	0.0764	0.5585	0.0000	0.0000	0.2881	0.6495	0.0000	0.0000	23.0656	3.7875	0.0000	0.0000	5.4016	2.2839	0.0000	0.0000	0.6661	0.0000	0.0000	0.3368	0.0000	0.0000	0.0000	0.0337	0.0000
biochar_55	75020	0.0000	0.0000	0.1832	5.5214	0.0000	0.0000	0.0000	1.9791	0.0000	0.0000	0.0994	6.0732	0.0064	0.0409	0.4049	7.1058	0.0000	0.0000	0.6644	5.8829	0.0000	0.0000	0.1779	0.0000	0.0000	0.2351	1.9499	0.0000	0.2831	1.0853	19.7398
biochar_56	74807	0.0480	0.0685	1.7768	16.4880	0.0000	0.1003	0.4333	9.5832	0.0000	0.0770	0.3642	15.8504	0.0000	0.1273	1.8088	12.6176	0.0712	0.0357	3.3474	8.7969	0.0273	0.0714	1.7371	0.1023	0.1216	0.6792	8.1509	0.0000	0.3603	3.5985	21.8899
biochar_57	74807	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_58	73881	0.0000	0.0000	2.8539	12.0769	0.0000	0.0000	1.8211	12.1456	0.0143	0.0000	0.3176	11.9632	0.0000	0.0000	1.8809	8.7516	0.0820	0.0000	3.2173	9.9086	0.0870	0.0084	2.5819	0.0000	0.0000	0.7216	7.9472	0.0000	0.0000	3.4512	10.3484
biochar_59	73817	0.0978	0.0000	105.9546	0.4069	1.7990	0.0000	43.5475	0.2834	0.1776	0.0000	24.3809	0.5014	0.2657	0.0000	53.5505	1.5258	0.0435	0.0000	39.0308	0.7120	0.4372	0.0000	59.3363	0.3123	0.0000	27.2775	2.5337	0.1322	0.0000	35.1414	1.2242
biochar_60	73779	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_61	73558	0.0000	0.0000	4.1582	4.1259	0.0000	0.0000	0.0000	0.0000	0.0166	0.0000	1.0778	1.1266	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0378	0.0000	2.6824	0.0000	0.0000	0.1164	0.0000	0.0000	0.0000	0.1352	0.0065
biochar_62	73165	1.4979	0.0154	47.1899	16.2364	0.0000	0.0000	1.8554	1.6278	0.0000	0.0000	0.6970	5.5368	0.0000	0.0000	1.8883	3.5343	0.0000	0.0000	1.6688	0.5075	0.0000	0.0000	2.7773	0.0000	0.0000	4.2102	6.0717	0.0000	0.0000	11.2555	7.3781
biochar_63	73044	0.0000	0.0000	2.0446	0.5985	0.0000	0.0000	2.5171	0.4748	0.0000	0.0000	0.1018	0.4396	0.0000	0.0000	8.7719	0.9135	0.1628	0.0000	9.7012	0.9723	0.0000	0.0000	1.5724	0.0000	0.0000	2.3166	1.2043	0.0000	0.0000	2.5257	0.3398
biochar_64	72054	0.7140	0.0000	30.6333	0.1662	2.8797	0.0000	12.5981	0.2467	0.3412	0.0000	1.8905	0.0000	0.1311	0.0000	22.8117	1.5171	0.0000	0.0000	12.5894	1.9538	0.1351	0.0000	14.8070	0.1517	0.0000	16.1830	1.4111	0.0000	0.0000	9.6647	0.0787
biochar_65	71635	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.2993	0.0000	0.0000	0.0000	0.0177	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_66	69712	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	255.1913	0.0000	0.0000	0.0000	0.1906	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_67	69551	0.0660	0.0000	7.0618	19.1145	0.0311	0.2185	2.4208	7.6350	0.1392	0.2917	0.5673	15.3408	0.0000	0.0354	3.5476	9.8244	0.7781	0.4234	6.5299	7.0498	0.0753	0.1816	3.9277	0.1970	0.0027	4.3802	18.0368	0.1366	0.5267	5.8459	12.9538
biochar_68	69198	0.0712	0.0000	1.7897	8.1461	0.0943	0.0000	0.7342	7.1589	0.1528	0.0000	0.0815	3.5134	0.0305	0.0000	1.5312	7.1867	0.0125	0.0330	2.6656	3.2676	0.0000	0.0000	0.8492	0.4447	0.0094	1.2190	17.2254	0.1127	0.0123	1.5226	4.1507
biochar_69	69161	0.0000	0.0000	0.0905	3.7290	0.0000	0.0000	1.3454	6.1944	0.0000	0.4937	0.0619	24.8439	0.0000	0.0000	0.4491	2.2032	0.0390	0.0000	1.3417	5.8249	0.1596	0.0000	0.6100	0.0000	0.0000	0.0000	3.1049	0.0000	2.2796	1.2176	9.6041
biochar_70	69011	0.0000	0.0000	14.7522	0.5965	0.0000	0.0000	1.1554	0.1307	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5610	0.0000	0.0000	1.2275	3.1113	0.0000	0.0000	0.0000	1.2154
biochar_71	68553	0.0000	0.0000	0.3065	0.8388	0.0000	0.0000	5.7282	8.2319	0.0000	0.0000	0.2775	2.0290	0.0000	0.0000	6.0730	6.6068	0.1933	0.0129	27.7105	20.0064	0.0000	0.0000	21.2053	0.0519	0.0000	10.1308	19.1535	0.0000	0.0359	23.5829	33.4055
biochar_72	68553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_73	68553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0620	0.0000	0.0000	0.0778	0.1358	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_74	68553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_75	68553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_76	68441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_77	68324	0.0000	0.0000	0.8252	17.3318	0.0000	0.0000	0.6415	5.0149	0.0000	0.0000	0.0367	3.3558	0.0000	0.0000	0.5896	11.0044	0.0000	0.0000	0.1388	0.1600	0.0000	0.0000	0.0736	0.0000	0.0000	0.1958	1.1555	0.0838	0.0000	0.3863	4.1205
biochar_78	68247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_79	68113	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_80	67521	0.0000	0.0000	0.7031	6.6442	0.0000	0.0000	0.7278	6.4776	0.0000	0.0000	0.1046	4.9102	0.0000	0.0000	0.9675	8.6765	0.0000	0.0000	2.8733	10.4458	0.0000	0.0000	1.2654	0.0000	0.0000	1.3270	17.4367	0.0000	0.0000	1.0468	7.0334
biochar_81	67143	0.0000	0.0000	0.0000	0.0326	0.0000	0.0000	0.0000	0.0892	0.0000	0.0000	0.0000	15.5546	0.0000	0.0000	0.0000	0.0630	0.0000	0.0000	0.0000	0.0593	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0139	0.0000	0.0000	0.0000	0.4552
biochar_82	66711	0.0000	0.0000	9.6697	5.2176	0.0000	0.0000	10.3949	12.8956	0.0000	0.0000	2.2528	10.8327	0.0000	0.0000	16.1741	7.5396	0.1834	0.0000	30.3995	16.7480	0.0744	0.0000	23.1285	0.0624	0.0000	8.3014	12.1740	0.0331	0.0000	31.7644	24.6218
biochar_83	66711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_84	66711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
