contig	Length	B0H_BULK_S142_L006.vir.sortedIndexed.bam	B0H_BULK_S59_L006.vir.sortedIndexed.bam	B0H_VFD_S134_L006.vir.sortedIndexed.bam	B0H_VFD_S52_L006.vir.sortedIndexed.bam	B0L_BULK_S141_L006.vir.sortedIndexed.bam	B0L_BULK_S58_L006.vir.sortedIndexed.bam	B0L_VFD_S133_L006.vir.sortedIndexed.bam	B0L_VFD_S51_L006.vir.sortedIndexed.bam	B2R2H_BULK_S144_L006.vir.sortedIndexed.bam	B2R2H_BULK_S61_L006.vir.sortedIndexed.bam	B2R2H_VFD_S136_L006.vir.sortedIndexed.bam	B2R2H_VFD_S54_L006.vir.sortedIndexed.bam	B2R2L_BULK_S143_L006.vir.sortedIndexed.bam	B2R2L_BULK_S60_L006.vir.sortedIndexed.bam	B2R2L_VFD_S135_L006.vir.sortedIndexed.bam	B2R2L_VFD_S53_L006.vir.sortedIndexed.bam	B3R2H_BULK_S146_L006.vir.sortedIndexed.bam	B3R2H_BULK_S65_L006.vir.sortedIndexed.bam	B3R2H_VFD_S138_L006.vir.sortedIndexed.bam	B3R2H_VFD_S55_L006.vir.sortedIndexed.bam	B3R2L_BULK_S145_L006.vir.sortedIndexed.bam	B3R2L_BULK_S62_L006.vir.sortedIndexed.bam	B3R2L_VFD_S137_L006.vir.sortedIndexed.bam	B8R2H_BULK_S148_L006.vir.sortedIndexed.bam	B8R2H_BULK_S63_L006.vir.sortedIndexed.bam	B8R2H_VFD_S140_L006.vir.sortedIndexed.bam	B8R2H_VFD_S57_L006.vir.sortedIndexed.bam	B8R2L_BULK_S147_L006.vir.sortedIndexed.bam	B8R2L_BULK_S64_L006.vir.sortedIndexed.bam	B8R2L_VFD_S139_L006.vir.sortedIndexed.bam	B8R2L_VFD_S56_L006.vir.sortedIndexed.bam
biochar_537	45263	767.0000	0.0000	21273.0000	2242.0000	66.0000	9.0000	8083.0000	6799.0000	16.0000	20.0000	2718.0000	6479.0000	1206.0000	8.0000	4651.0000	1567.0000	1.0000	16.0000	28790.0000	1863.0000	6.0000	5.0000	14709.0000	334.0000	16.0000	9209.0000	3659.0000	70.0000	228.0000	33707.0000	9700.0000
biochar_539	45237	10.0000	0.0000	65.0000	4.0000	8.0000	0.0000	794.0000	11.0000	0.0000	0.0000	94.0000	0.0000	0.0000	0.0000	606.0000	6.0000	0.0000	0.0000	570.0000	63.0000	6.0000	0.0000	715.0000	0.0000	0.0000	797.0000	14.0000	5.0000	0.0000	846.0000	209.0000
biochar_540	45208	54.0000	34.0000	1221.0000	1157.0000	28.0000	6.0000	452.0000	1739.0000	44.0000	24.0000	185.0000	2549.0000	16.0000	30.0000	1111.0000	3112.0000	28.0000	6.0000	560.0000	296.0000	60.0000	55.0000	945.0000	4.0000	10.0000	212.0000	278.0000	34.0000	38.0000	1122.0000	1733.0000
biochar_541	45188	0.0000	0.0000	17.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	222.0000	0.0000	6600.0000	8399.0000	0.0000	0.0000	45.0000	20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000
biochar_542	45179	0.0000	0.0000	2.0000	15.0000	0.0000	0.0000	6.0000	10.0000	0.0000	0.0000	4.0000	2.0000	0.0000	0.0000	2.0000	10.0000	0.0000	0.0000	4.0000	14.0000	0.0000	0.0000	10.0000	0.0000	0.0000	14.0000	6.0000	0.0000	0.0000	14.0000	14.0000
biochar_543	45146	0.0000	58.0000	26.0000	4864.0000	0.0000	0.0000	4.0000	50.0000	0.0000	2.0000	2.0000	100.0000	0.0000	1.0000	24.0000	90.0000	0.0000	0.0000	56.0000	70.0000	0.0000	0.0000	41.0000	2.0000	0.0000	44.0000	119.0000	0.0000	2.0000	44.0000	125.0000
biochar_544	45097	2.0000	4.0000	6744.0000	758.0000	0.0000	0.0000	37.0000	116.0000	5.0000	7.0000	482.0000	2679.0000	17.0000	31.0000	5980.0000	8293.0000	68.0000	3.0000	467.0000	952.0000	2.0000	0.0000	646.0000	0.0000	4.0000	162.0000	470.0000	68.0000	0.0000	272.0000	459.0000
biochar_545	45096	6.0000	5.0000	1122.0000	4670.0000	4.0000	10.0000	385.0000	947.0000	2.0000	10.0000	186.0000	4063.0000	4.0000	4.0000	1496.0000	5685.0000	0.0000	11.0000	484.0000	899.0000	6.0000	3.0000	682.0000	0.0000	0.0000	142.0000	544.0000	0.0000	10.0000	325.0000	2686.0000
biochar_546	45091	0.0000	0.0000	13.0000	68.0000	0.0000	0.0000	9.0000	20.0000	0.0000	0.0000	4.0000	80.0000	0.0000	0.0000	18.0000	101.0000	0.0000	0.0000	6.0000	14.0000	0.0000	0.0000	13.0000	0.0000	0.0000	3.0000	6.0000	0.0000	0.0000	2.0000	47.0000
biochar_547	45075	2.0000	2.0000	497.0000	1266.0000	14.0000	37.0000	395.0000	4049.0000	4.0000	20.0000	160.0000	4572.0000	14.0000	18.0000	472.0000	2745.0000	12.0000	18.0000	1172.0000	6421.0000	20.0000	44.0000	1836.0000	14.0000	32.0000	326.0000	2584.0000	32.0000	42.0000	3564.0000	9890.0000
biochar_548	45021	0.0000	0.0000	6.0000	30.0000	0.0000	0.0000	21.0000	66.0000	0.0000	0.0000	10.0000	91.0000	0.0000	0.0000	10.0000	63.0000	2.0000	0.0000	62.0000	237.0000	4.0000	3.0000	69.0000	0.0000	0.0000	22.0000	62.0000	0.0000	0.0000	91.0000	252.0000
biochar_549	45021	0.0000	0.0000	12.0000	55.0000	0.0000	2.0000	23.0000	131.0000	0.0000	2.0000	9.0000	113.0000	0.0000	0.0000	13.0000	87.0000	0.0000	0.0000	120.0000	414.0000	6.0000	2.0000	116.0000	0.0000	3.0000	22.0000	85.0000	1.0000	0.0000	134.0000	166.0000
biochar_550	45021	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	0.0000	2.0000	53.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	26.0000	9.0000
biochar_552	45006	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	5.0000	5.0000	0.0000	0.0000	5.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000
biochar_553	44989	6.0000	6.0000	828.0000	2915.0000	6.0000	12.0000	299.0000	2563.0000	6.0000	22.0000	116.0000	4400.0000	4.0000	16.0000	827.0000	4123.0000	14.0000	14.0000	827.0000	2295.0000	4.0000	4.0000	874.0000	0.0000	2.0000	290.0000	2216.0000	0.0000	8.0000	655.0000	7346.0000
biochar_554	44909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	7.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	4.0000	23.0000	0.0000	0.0000	4.0000	0.0000	0.0000	4.0000	2.0000	0.0000	0.0000	12.0000	11.0000
biochar_555	44905	0.0000	0.0000	1755.0000	38.0000	83.0000	0.0000	1419.0000	5.0000	10.0000	0.0000	835.0000	11.0000	18.0000	0.0000	1062.0000	35.0000	2.0000	0.0000	850.0000	19.0000	10.0000	0.0000	3867.0000	2.0000	0.0000	298.0000	26.0000	2.0000	0.0000	856.0000	34.0000
biochar_556	44900	0.0000	4.0000	35.0000	430.0000	6.0000	32.0000	80.0000	3320.0000	0.0000	6.0000	12.0000	671.0000	4.0000	17.0000	116.0000	1968.0000	4.0000	15.0000	305.0000	2518.0000	0.0000	7.0000	75.0000	12.0000	22.0000	271.0000	4123.0000	1.0000	2.0000	86.0000	379.0000
biochar_557	44842	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	13.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	3194.0000	0.0000	0.0000	0.0000	775.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000
biochar_558	44834	0.0000	0.0000	186.0000	281.0000	35.0000	0.0000	897.0000	44.0000	0.0000	0.0000	88.0000	196.0000	58.0000	6.0000	5618.0000	3764.0000	10.0000	34.0000	5985.0000	6698.0000	4.0000	0.0000	423.0000	53.0000	44.0000	2887.0000	4215.0000	0.0000	3.0000	126.0000	106.0000
biochar_561	44701	33.0000	34.0000	1202.0000	5725.0000	87.0000	141.0000	847.0000	6089.0000	46.0000	110.0000	255.0000	7743.0000	35.0000	116.0000	979.0000	7220.0000	86.0000	84.0000	2278.0000	8093.0000	151.0000	140.0000	1746.0000	149.0000	73.0000	1399.0000	11018.0000	85.0000	462.0000	2256.0000	13650.0000
biochar_562	44653	22.0000	0.0000	2109.0000	3015.0000	0.0000	2.0000	254.0000	149.0000	14.0000	6.0000	640.0000	3770.0000	46.0000	4.0000	3322.0000	697.0000	2.0000	0.0000	459.0000	212.0000	18.0000	4.0000	176.0000	2.0000	2.0000	130.0000	193.0000	5.0000	45.0000	148.0000	191.0000
biochar_563	44644	0.0000	0.0000	66.0000	2.0000	21.0000	0.0000	5775.0000	103.0000	0.0000	0.0000	85.0000	36.0000	2.0000	0.0000	518.0000	34.0000	6.0000	0.0000	9444.0000	795.0000	36.0000	0.0000	19529.0000	74.0000	1.0000	13087.0000	1604.0000	0.0000	0.0000	14.0000	422.0000
biochar_564	44639	0.0000	65.0000	3666.0000	112.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	323.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.0000	4.0000
biochar_565	44626	18.0000	74.0000	366.0000	3508.0000	55.0000	54.0000	236.0000	3499.0000	38.0000	57.0000	129.0000	2076.0000	6.0000	40.0000	307.0000	3742.0000	32.0000	12.0000	276.0000	3650.0000	26.0000	70.0000	272.0000	12.0000	36.0000	238.0000	2025.0000	18.0000	42.0000	395.0000	2966.0000
biochar_567	44606	0.0000	10.0000	0.0000	4404.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	6.0000
biochar_568	44591	20.0000	13.0000	2847.0000	4702.0000	32.0000	14.0000	1682.0000	2869.0000	13.0000	13.0000	619.0000	4577.0000	8.0000	14.0000	1083.0000	2023.0000	26.0000	5.0000	1302.0000	1264.0000	10.0000	15.0000	2293.0000	32.0000	7.0000	1410.0000	3067.0000	14.0000	10.0000	2316.0000	2805.0000
biochar_569	44516	40.0000	4.0000	1002.0000	702.0000	64.0000	6.0000	559.0000	438.0000	16.0000	6.0000	327.0000	358.0000	24.0000	16.0000	1231.0000	683.0000	22.0000	10.0000	1898.0000	521.0000	28.0000	8.0000	1996.0000	26.0000	9.0000	832.0000	650.0000	43.0000	10.0000	2686.0000	808.0000
biochar_570	44482	0.0000	0.0000	0.0000	18.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	5548.0000	665.0000
biochar_571	44466	0.0000	0.0000	63.0000	26.0000	0.0000	2.0000	247.0000	77.0000	16.0000	2.0000	22.0000	78.0000	2.0000	2.0000	123.0000	107.0000	20.0000	2.0000	3589.0000	4144.0000	4.0000	0.0000	280.0000	2.0000	5.0000	1134.0000	2032.0000	2.0000	2.0000	402.0000	54.0000
biochar_572	44436	16.0000	8.0000	1143.0000	4044.0000	0.0000	0.0000	10.0000	98.0000	170.0000	116.0000	294.0000	8005.0000	4.0000	0.0000	94.0000	426.0000	0.0000	0.0000	216.0000	64.0000	62.0000	309.0000	704.0000	0.0000	2.0000	26.0000	82.0000	182.0000	8.0000	680.0000	6299.0000
biochar_573	44436	0.0000	0.0000	7.0000	23.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	42.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	1.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	34.0000
biochar_574	44425	0.0000	0.0000	145.0000	74.0000	0.0000	0.0000	208.0000	38.0000	0.0000	0.0000	12.0000	43.0000	8.0000	0.0000	663.0000	88.0000	38.0000	0.0000	757.0000	64.0000	0.0000	0.0000	118.0000	6.0000	0.0000	208.0000	98.0000	10.0000	0.0000	184.0000	35.0000
biochar_575	44373	0.0000	0.0000	4536.0000	122.0000	2.0000	0.0000	40.0000	140.0000	4.0000	2.0000	194.0000	171.0000	0.0000	0.0000	1.0000	13.0000	0.0000	0.0000	24.0000	10.0000	2.0000	0.0000	44.0000	14.0000	2.0000	830.0000	4172.0000	0.0000	0.0000	72.0000	13.0000
biochar_576	44357	0.0000	17.0000	70.0000	3123.0000	2.0000	2.0000	42.0000	389.0000	1.0000	4.0000	24.0000	768.0000	0.0000	4.0000	49.0000	423.0000	0.0000	0.0000	142.0000	372.0000	2.0000	6.0000	146.0000	6.0000	0.0000	74.0000	376.0000	0.0000	2.0000	87.0000	503.0000
biochar_577	44301	0.0000	0.0000	38.0000	14.0000	0.0000	0.0000	5.0000	10.0000	0.0000	0.0000	9.0000	87.0000	0.0000	0.0000	15.0000	31.0000	0.0000	2.0000	20.0000	53.0000	0.0000	0.0000	8.0000	0.0000	0.0000	4.0000	22.0000	0.0000	0.0000	5.0000	7.0000
biochar_578	44297	12.0000	8.0000	2425.0000	2896.0000	22.0000	6.0000	1466.0000	2023.0000	8.0000	9.0000	1137.0000	5523.0000	2.0000	2.0000	1053.0000	1488.0000	0.0000	18.0000	1847.0000	1844.0000	26.0000	8.0000	4183.0000	10.0000	0.0000	1610.0000	3824.0000	12.0000	2.0000	1273.0000	1249.0000
biochar_579	44297	40.0000	0.0000	1123.0000	1082.0000	81.0000	35.0000	2770.0000	1409.0000	2.0000	10.0000	47.0000	532.0000	42.0000	6.0000	2303.0000	4149.0000	21.0000	54.0000	3825.0000	5138.0000	42.0000	15.0000	1518.0000	125.0000	42.0000	1302.0000	4341.0000	24.0000	10.0000	1257.0000	2076.0000
biochar_580	44289	0.0000	2.0000	52.0000	738.0000	0.0000	0.0000	749.0000	4.0000	0.0000	0.0000	2.0000	4.0000	0.0000	4.0000	44.0000	1012.0000	12.0000	26.0000	1490.0000	1240.0000	0.0000	0.0000	0.0000	2.0000	0.0000	2248.0000	3508.0000	0.0000	0.0000	0.0000	398.0000
biochar_581	44210	152.0000	12.0000	14901.0000	2288.0000	170.0000	20.0000	6462.0000	2398.0000	164.0000	14.0000	2014.0000	1755.0000	107.0000	22.0000	8113.0000	3025.0000	280.0000	33.0000	24016.0000	2699.0000	299.0000	15.0000	15678.0000	525.0000	41.0000	14515.0000	4379.0000	119.0000	35.0000	15193.0000	2476.0000
biochar_582	44204	16.0000	0.0000	3397.0000	1290.0000	0.0000	0.0000	35.0000	4.0000	0.0000	0.0000	27.0000	54.0000	6.0000	1.0000	207.0000	149.0000	2.0000	0.0000	92.0000	92.0000	47.0000	0.0000	108.0000	2.0000	0.0000	495.0000	61.0000	0.0000	0.0000	75.0000	202.0000
biochar_583	44196	0.0000	0.0000	116.0000	32.0000	4.0000	0.0000	156.0000	34.0000	12.0000	0.0000	8.0000	14.0000	0.0000	0.0000	100.0000	40.0000	0.0000	0.0000	362.0000	86.0000	6.0000	0.0000	100.0000	4.0000	2.0000	78.0000	64.0000	2.0000	0.0000	5876.0000	126.0000
biochar_584	44176	18.0000	14.0000	2145.0000	1162.0000	38.0000	24.0000	898.0000	2389.0000	16.0000	16.0000	235.0000	2218.0000	16.0000	13.0000	1631.0000	1966.0000	48.0000	18.0000	2741.0000	2268.0000	34.0000	10.0000	1628.0000	18.0000	30.0000	1341.0000	3972.0000	19.0000	29.0000	1900.0000	3016.0000
biochar_585	44122	0.0000	0.0000	18.0000	43.0000	0.0000	0.0000	4.0000	18.0000	0.0000	0.0000	8.0000	48.0000	0.0000	0.0000	2.0000	8.0000	0.0000	0.0000	24.0000	28.0000	2.0000	0.0000	20.0000	0.0000	0.0000	10.0000	20.0000	0.0000	0.0000	8.0000	10.0000
biochar_586	44115	802.0000	2.0000	23769.0000	2714.0000	34.0000	6.0000	3672.0000	2698.0000	0.0000	3.0000	265.0000	186.0000	532.0000	8.0000	2270.0000	972.0000	3.0000	10.0000	10675.0000	613.0000	5.0000	14.0000	6687.0000	287.0000	0.0000	6510.0000	2771.0000	4.0000	118.0000	5294.0000	1415.0000
biochar_587	44104	0.0000	0.0000	1032.0000	0.0000	1.0000	0.0000	83.0000	2.0000	26.0000	0.0000	2177.0000	10.0000	6.0000	0.0000	171.0000	0.0000	2.0000	0.0000	3572.0000	9.0000	0.0000	0.0000	82.0000	37.0000	0.0000	7529.0000	10.0000	12.0000	0.0000	409.0000	0.0000
biochar_589	44079	42.0000	0.0000	5593.0000	571.0000	102.0000	2.0000	8025.0000	664.0000	69.0000	2.0000	1548.0000	838.0000	74.0000	0.0000	8195.0000	684.0000	727.0000	4.0000	19174.0000	749.0000	212.0000	8.0000	16506.0000	75.0000	4.0000	4171.0000	1478.0000	61.0000	14.0000	12804.0000	4997.0000
biochar_590	44032	6.0000	0.0000	16191.0000	2560.0000	110.0000	0.0000	3715.0000	2751.0000	0.0000	4.0000	511.0000	949.0000	128.0000	10.0000	25549.0000	4341.0000	2.0000	4.0000	10771.0000	3803.0000	6.0000	6.0000	5113.0000	7.0000	72.0000	3557.0000	2450.0000	12.0000	0.0000	2303.0000	2852.0000
biochar_591	44032	0.0000	0.0000	62.0000	8.0000	2.0000	0.0000	17.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	77.0000	7.0000	0.0000	0.0000	29.0000	13.0000	0.0000	0.0000	15.0000	0.0000	0.0000	15.0000	7.0000	0.0000	0.0000	13.0000	8.0000
biochar_592	44032	3.0000	0.0000	458.0000	50.0000	0.0000	0.0000	21.0000	10.0000	0.0000	0.0000	9.0000	16.0000	0.0000	4.0000	128.0000	52.0000	0.0000	0.0000	109.0000	22.0000	0.0000	0.0000	151.0000	0.0000	0.0000	76.0000	75.0000	2.0000	0.0000	45.0000	60.0000
biochar_593	44021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	88.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	34667.0000	0.0000	0.0000	0.0000	10.0000	2.0000
biochar_594	44017	0.0000	4.0000	1717.0000	306.0000	21.0000	2.0000	1043.0000	527.0000	0.0000	5.0000	763.0000	6473.0000	5.0000	13.0000	1902.0000	1991.0000	0.0000	53.0000	3038.0000	7031.0000	0.0000	183.0000	1593.0000	4.0000	44.0000	1171.0000	6331.0000	1.0000	2.0000	875.0000	2356.0000
biochar_595	43990	0.0000	0.0000	134.0000	20.0000	66.0000	10.0000	2330.0000	2304.0000	0.0000	2.0000	0.0000	4.0000	18.0000	2.0000	1744.0000	1412.0000	76.0000	42.0000	4097.0000	3296.0000	0.0000	0.0000	126.0000	62.0000	44.0000	2519.0000	7096.0000	0.0000	0.0000	13.0000	7.0000
biochar_596	43959	40.0000	6.0000	3505.0000	782.0000	8.0000	0.0000	340.0000	46.0000	2.0000	0.0000	273.0000	239.0000	0.0000	0.0000	8.0000	2.0000	0.0000	0.0000	17.0000	1.0000	0.0000	0.0000	143.0000	0.0000	0.0000	334.0000	211.0000	2.0000	0.0000	1261.0000	276.0000
biochar_597	43951	32.0000	2.0000	3813.0000	1342.0000	10.0000	17.0000	1868.0000	3125.0000	17.0000	26.0000	567.0000	1564.0000	0.0000	561.0000	830.0000	1060.0000	48.0000	2.0000	2736.0000	1625.0000	53.0000	59.0000	2175.0000	79.0000	49.0000	1635.0000	3775.0000	4.0000	65.0000	2488.0000	2565.0000
biochar_599	43917	0.0000	0.0000	2.0000	28.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	14.0000	372.0000	0.0000	4.0000	14.0000	176.0000	0.0000	2.0000	18.0000	221.0000	0.0000	0.0000	10.0000	0.0000	0.0000	2.0000	12.0000	0.0000	0.0000	6.0000	4520.0000
biochar_600	43895	2.0000	0.0000	184.0000	68.0000	0.0000	2.0000	12.0000	11.0000	0.0000	0.0000	260.0000	56.0000	0.0000	20.0000	136.0000	12853.0000	0.0000	0.0000	281.0000	295.0000	2.0000	0.0000	107.0000	0.0000	0.0000	7.0000	433.0000	84.0000	2.0000	433.0000	301.0000
biochar_601	43873	2.0000	0.0000	717.0000	66.0000	71.0000	4.0000	2725.0000	441.0000	20.0000	0.0000	821.0000	294.0000	18.0000	0.0000	2516.0000	599.0000	125.0000	8.0000	5805.0000	414.0000	67.0000	4.0000	3071.0000	16.0000	12.0000	3404.0000	795.0000	20.0000	0.0000	2447.0000	735.0000
biochar_602	43859	6.0000	2.0000	70.0000	36.0000	0.0000	6.0000	184.0000	793.0000	22.0000	8.0000	252.0000	2366.0000	10.0000	10.0000	597.0000	1388.0000	9.0000	8.0000	659.0000	814.0000	12.0000	8.0000	1263.0000	4.0000	0.0000	163.0000	44.0000	12.0000	36.0000	1519.0000	3295.0000
biochar_603	43812	2.0000	2.0000	60.0000	436.0000	10.0000	1.0000	60.0000	262.0000	4.0000	4.0000	42.0000	413.0000	4.0000	1.0000	57.0000	319.0000	0.0000	2.0000	50.0000	159.0000	4.0000	0.0000	108.0000	3.0000	4.0000	97.0000	343.0000	0.0000	4.0000	110.0000	224.0000
biochar_606	43780	10.0000	16.0000	552.0000	2523.0000	52.0000	46.0000	808.0000	3769.0000	10.0000	16.0000	108.0000	1447.0000	28.0000	57.0000	1849.0000	5904.0000	101.0000	88.0000	5003.0000	11607.0000	61.0000	45.0000	2269.0000	82.0000	131.0000	2479.0000	9295.0000	34.0000	70.0000	1976.0000	7027.0000
biochar_607	43763	0.0000	14.0000	1274.0000	313.0000	5.0000	0.0000	622.0000	234.0000	4.0000	9.0000	523.0000	706.0000	3.0000	6.0000	2463.0000	1547.0000	0.0000	40.0000	1476.0000	4959.0000	0.0000	61.0000	1011.0000	1.0000	46.0000	4283.0000	6539.0000	2.0000	2.0000	2592.0000	1301.0000
biochar_608	43753	0.0000	0.0000	8.0000	2.0000	0.0000	59.0000	270.0000	2869.0000	0.0000	0.0000	0.0000	2.0000	0.0000	2.0000	514.0000	1549.0000	0.0000	4.0000	503.0000	466.0000	0.0000	0.0000	0.0000	0.0000	12.0000	249.0000	1424.0000	0.0000	0.0000	0.0000	0.0000
biochar_609	43749	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	40.0000	0.0000	3770.0000	4019.0000	0.0000	0.0000	58.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	7.0000	0.0000	0.0000	1.0000	6.0000
biochar_610	43706	26.0000	17.0000	2415.0000	7514.0000	6.0000	24.0000	563.0000	4254.0000	18.0000	70.0000	449.0000	19546.0000	18.0000	58.0000	2509.0000	10781.0000	20.0000	45.0000	1482.0000	5667.0000	20.0000	20.0000	2092.0000	4.0000	14.0000	679.0000	5608.0000	20.0000	57.0000	1715.0000	25877.0000
biochar_611	43706	0.0000	0.0000	8.0000	77.0000	0.0000	0.0000	0.0000	0.0000	0.0000	46.0000	0.0000	4387.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	441.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	43.0000	0.0000
biochar_612	43682	56.0000	92.0000	8336.0000	14758.0000	2.0000	0.0000	112.0000	107.0000	66.0000	91.0000	1819.0000	17872.0000	2.0000	4.0000	116.0000	205.0000	0.0000	0.0000	24.0000	55.0000	12.0000	16.0000	1623.0000	0.0000	2.0000	8.0000	50.0000	4.0000	4.0000	902.0000	1903.0000
biochar_613	43670	8.0000	0.0000	108.0000	8.0000	2.0000	0.0000	553.0000	333.0000	0.0000	1.0000	93.0000	221.0000	80.0000	2.0000	236.0000	91.0000	0.0000	0.0000	1109.0000	50.0000	0.0000	0.0000	554.0000	6.0000	0.0000	452.0000	145.0000	0.0000	15.0000	1901.0000	358.0000
biochar_615	43652	0.0000	0.0000	30.0000	15.0000	0.0000	0.0000	0.0000	3.0000	0.0000	1.0000	11.0000	21.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	2.0000	7.0000	0.0000	0.0000	9.0000	2.0000	0.0000	1.0000	6.0000	0.0000	0.0000	4.0000	2.0000
biochar_616	43651	2.0000	2.0000	143.0000	878.0000	4.0000	14.0000	64.0000	1402.0000	0.0000	25.0000	48.0000	1495.0000	4.0000	10.0000	105.0000	2808.0000	4.0000	20.0000	148.0000	1136.0000	0.0000	30.0000	131.0000	8.0000	8.0000	227.0000	2222.0000	0.0000	10.0000	221.0000	786.0000
biochar_617	43641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	139.0000	67.0000	0.0000	0.0000	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
biochar_618	43637	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	15.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	61.0000	32.0000	0.0000	0.0000	31.0000	0.0000	0.0000	62.0000	22.0000	0.0000	0.0000	4.0000	1.0000
biochar_619	43610	0.0000	1.0000	17.0000	29.0000	0.0000	1.0000	16.0000	38.0000	2.0000	0.0000	12.0000	4738.0000	0.0000	1.0000	12.0000	74.0000	2.0000	3.0000	48.0000	45.0000	0.0000	1.0000	32.0000	0.0000	0.0000	16.0000	132.0000	0.0000	8.0000	20.0000	147.0000
biochar_621	43574	10.0000	77.0000	249.0000	4742.0000	8.0000	2.0000	0.0000	53.0000	9.0000	143.0000	87.0000	6854.0000	21.0000	321.0000	383.0000	17700.0000	0.0000	0.0000	0.0000	2.0000	2.0000	37.0000	70.0000	0.0000	0.0000	0.0000	0.0000	8.0000	57.0000	94.0000	1710.0000
biochar_622	43535	0.0000	0.0000	19.0000	147.0000	4.0000	0.0000	36.0000	70.0000	0.0000	0.0000	3.0000	156.0000	0.0000	0.0000	32.0000	210.0000	4.0000	0.0000	82.0000	197.0000	15.0000	1.0000	47.0000	0.0000	0.0000	17.0000	8321.0000	0.0000	6.0000	37.0000	173.0000
biochar_623	43527	42.0000	0.0000	1276.0000	1255.0000	0.0000	0.0000	24.0000	0.0000	10.0000	30.0000	192.0000	3874.0000	0.0000	0.0000	12.0000	12.0000	0.0000	1.0000	0.0000	0.0000	16.0000	10.0000	1795.0000	0.0000	0.0000	16.0000	4.0000	0.0000	12.0000	1288.0000	2832.0000
biochar_624	43521	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	16.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	91.0000	11.0000	2.0000	16.0000	88.0000	11.0000	2.0000	2.0000	17.0000	18.0000	0.0000	809.0000	17280.0000	4.0000	0.0000	34.0000	73.0000
