contig	Length	B0H_BULK_S142_L006.vir.sortedIndexed.bam	B0H_BULK_S59_L006.vir.sortedIndexed.bam	B0H_VFD_S134_L006.vir.sortedIndexed.bam	B0H_VFD_S52_L006.vir.sortedIndexed.bam	B0L_BULK_S141_L006.vir.sortedIndexed.bam	B0L_BULK_S58_L006.vir.sortedIndexed.bam	B0L_VFD_S133_L006.vir.sortedIndexed.bam	B0L_VFD_S51_L006.vir.sortedIndexed.bam	B2R2H_BULK_S144_L006.vir.sortedIndexed.bam	B2R2H_BULK_S61_L006.vir.sortedIndexed.bam	B2R2H_VFD_S136_L006.vir.sortedIndexed.bam	B2R2H_VFD_S54_L006.vir.sortedIndexed.bam	B2R2L_BULK_S143_L006.vir.sortedIndexed.bam	B2R2L_BULK_S60_L006.vir.sortedIndexed.bam	B2R2L_VFD_S135_L006.vir.sortedIndexed.bam	B2R2L_VFD_S53_L006.vir.sortedIndexed.bam	B3R2H_BULK_S146_L006.vir.sortedIndexed.bam	B3R2H_BULK_S65_L006.vir.sortedIndexed.bam	B3R2H_VFD_S138_L006.vir.sortedIndexed.bam	B3R2H_VFD_S55_L006.vir.sortedIndexed.bam	B3R2L_BULK_S145_L006.vir.sortedIndexed.bam	B3R2L_BULK_S62_L006.vir.sortedIndexed.bam	B3R2L_VFD_S137_L006.vir.sortedIndexed.bam	B8R2H_BULK_S148_L006.vir.sortedIndexed.bam	B8R2H_BULK_S63_L006.vir.sortedIndexed.bam	B8R2H_VFD_S140_L006.vir.sortedIndexed.bam	B8R2H_VFD_S57_L006.vir.sortedIndexed.bam	B8R2L_BULK_S147_L006.vir.sortedIndexed.bam	B8R2L_BULK_S64_L006.vir.sortedIndexed.bam	B8R2L_VFD_S139_L006.vir.sortedIndexed.bam	B8R2L_VFD_S56_L006.vir.sortedIndexed.bam
biochar_0	259025	0.0000	536.0000	0.0000	1727.0000	0.0000	100.0000	0.0000	7491.0000	0.0000	455.0000	0.0000	192.0000	0.0000	141.0000	0.0000	132656.0000	0.0000	202.0000	0.0000	92.0000	0.0000	60.0000	0.0000	0.0000	98.0000	0.0000	224.0000	0.0000	78.0000	0.0000	86.0000
biochar_1	246933	2.0000	20.0000	269.0000	2105.0000	16.0000	32.0000	427.0000	4905.0000	4.0000	18.0000	90.0000	968.0000	10.0000	40.0000	1127.0000	5433.0000	340.0000	66.0000	7452.0000	29492.0000	18.0000	14.0000	399.0000	48.0000	263.0000	1683.0000	14919.0000	0.0000	22.0000	622.0000	1998.0000
biochar_2	153522	2.0000	9.0000	620.0000	4749.0000	0.0000	10.0000	259.0000	2345.0000	10.0000	10.0000	318.0000	4356.0000	2.0000	571.0000	2543.0000	51771.0000	0.0000	37.0000	156.0000	1142.0000	2.0000	0.0000	2492.0000	44.0000	20.0000	595.0000	18751.0000	4.0000	12.0000	1022.0000	10268.0000
biochar_3	153521	0.0000	0.0000	28.0000	329.0000	0.0000	0.0000	20.0000	86.0000	0.0000	0.0000	5.0000	67.0000	0.0000	3.0000	135.0000	841.0000	0.0000	4.0000	4.0000	51.0000	3.0000	0.0000	271.0000	6.0000	0.0000	23.0000	1998.0000	0.0000	0.0000	107.0000	245.0000
biochar_4	153377	2.0000	3.0000	0.0000	758.0000	0.0000	50.0000	0.0000	1161.0000	33.0000	59.0000	72.0000	3604.0000	2.0000	864.0000	18.0000	13407.0000	87.0000	8.0000	18.0000	1812.0000	0.0000	76.0000	108.0000	0.0000	13.0000	23.0000	1429.0000	8.0000	177.0000	16.0000	958.0000
biochar_5	144803	0.0000	2.0000	29816.0000	507.0000	2.0000	0.0000	169.0000	57.0000	2.0000	4.0000	4960.0000	113.0000	0.0000	2.0000	201.0000	84.0000	0.0000	2.0000	90.0000	32.0000	2.0000	2.0000	2888.0000	0.0000	0.0000	8268.0000	148.0000	16.0000	6.0000	23809.0000	328.0000
biochar_6	127655	118.0000	54.0000	4871.0000	14911.0000	104.0000	110.0000	4359.0000	16700.0000	26.0000	59.0000	861.0000	12541.0000	50.0000	162.0000	8159.0000	24055.0000	18.0000	120.0000	6311.0000	10219.0000	82.0000	36.0000	4451.0000	30.0000	74.0000	3769.0000	12152.0000	18.0000	42.0000	5598.0000	17555.0000
biochar_7	127076	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	16.0000	0.0000	2.0000	10.0000	76.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	4.0000	0.0000	0.0000	0.0000	16.0000
biochar_8	122279	0.0000	0.0000	1.0000	9.0000	0.0000	2.0000	1.0000	3.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	4.0000	5.0000	0.0000	2.0000	0.0000	12.0000	6.0000	32.0000	268.0000	0.0000	0.0000	1.0000	7.0000	6.0000	118.0000	2309.0000	18883.0000
biochar_9	117645	2.0000	0.0000	2.0000	62.0000	20.0000	0.0000	1814.0000	1268.0000	0.0000	8.0000	184.0000	918.0000	0.0000	0.0000	621.0000	570.0000	0.0000	0.0000	4.0000	33.0000	89.0000	59.0000	170.0000	2.0000	0.0000	84673.0000	47.0000	0.0000	0.0000	251.0000	16.0000
biochar_10	111542	120.0000	18.0000	3493.0000	6956.0000	28.0000	26.0000	944.0000	13415.0000	32.0000	26.0000	1251.0000	8881.0000	1267.0000	46.0000	9212.0000	9739.0000	24.0000	62.0000	3426.0000	2222.0000	2.0000	5.0000	2906.0000	535.0000	12.0000	4309.0000	5536.0000	363.0000	48.0000	4368.0000	7694.0000
biochar_11	111521	4.0000	0.0000	84.0000	159.0000	0.0000	0.0000	10.0000	156.0000	2.0000	0.0000	24.0000	263.0000	33.0000	2.0000	180.0000	211.0000	2.0000	0.0000	72.0000	66.0000	0.0000	0.0000	48.0000	12.0000	0.0000	91.0000	114.0000	0.0000	0.0000	87.0000	145.0000
biochar_12	110876	4.0000	0.0000	14.0000	500.0000	8.0000	16.0000	14.0000	1512.0000	58.0000	177.0000	68.0000	4556.0000	4.0000	20.0000	10.0000	794.0000	14.0000	44.0000	303.0000	13868.0000	0.0000	26.0000	102.0000	36.0000	26.0000	108.0000	1639.0000	4.0000	124.0000	18.0000	2551.0000
biochar_13	110278	7.0000	34.0000	1012.0000	5459.0000	2.0000	46.0000	597.0000	7578.0000	0.0000	44.0000	198.0000	12267.0000	2.0000	34.0000	1807.0000	9854.0000	4.0000	24.0000	1149.0000	6828.0000	4.0000	32.0000	1675.0000	2.0000	36.0000	652.0000	7604.0000	0.0000	110.0000	3763.0000	28391.0000
biochar_14	108050	18.0000	0.0000	13608.0000	64.0000	56.0000	0.0000	6047.0000	32.0000	2.0000	20.0000	1950.0000	50.0000	4.0000	0.0000	754.0000	4.0000	20.0000	0.0000	1135.0000	132.0000	64.0000	0.0000	4248.0000	2.0000	0.0000	398.0000	4.0000	2.0000	0.0000	1569.0000	251.0000
biochar_15	105009	20.0000	0.0000	402.0000	1835.0000	1.0000	2.0000	80.0000	1298.0000	5.0000	6.0000	68.0000	1095.0000	4.0000	6.0000	428.0000	1524.0000	6.0000	3.0000	542.0000	1683.0000	8.0000	2.0000	269.0000	8.0000	4.0000	280.0000	14185.0000	4.0000	4.0000	1814.0000	4040.0000
biochar_16	103579	22.0000	4.0000	3061.0000	230.0000	24.0000	7.0000	4926.0000	445.0000	684.0000	118.0000	3433.0000	676.0000	26.0000	8.0000	4928.0000	263.0000	21.0000	2.0000	7849.0000	350.0000	145.0000	1.0000	10672.0000	12.0000	2.0000	6136.0000	49.0000	39.0000	5.0000	8636.0000	1078.0000
biochar_17	100436	182.0000	4.0000	3929.0000	6148.0000	8.0000	0.0000	532.0000	36.0000	0.0000	0.0000	0.0000	30.0000	0.0000	0.0000	1.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	256.0000	0.0000	0.0000	18.0000	0.0000
biochar_18	100237	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	10.0000	0.0000	0.0000	2.0000	6.0000	4.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	20.0000	4.0000	0.0000	0.0000	20.0000	0.0000	0.0000	10.0000	2.0000	0.0000	0.0000	4.0000	3.0000
biochar_19	99663	189.0000	82.0000	7942.0000	4635.0000	227.0000	140.0000	2616.0000	8383.0000	185.0000	38.0000	774.0000	1209.0000	165.0000	74.0000	7600.0000	8449.0000	326.0000	60.0000	9999.0000	6474.0000	535.0000	38.0000	6887.0000	289.0000	35.0000	4927.0000	5577.0000	225.0000	157.0000	9638.0000	24356.0000
biochar_21	97428	52.0000	11.0000	4748.0000	75855.0000	122.0000	5.0000	2918.0000	549.0000	21.0000	20.0000	77.0000	13493.0000	101.0000	12.0000	2067.0000	11271.0000	80.0000	0.0000	1835.0000	11870.0000	71.0000	135.0000	1984.0000	21.0000	16.0000	320.0000	5017.0000	90.0000	26.0000	7667.0000	2601.0000
biochar_22	95341	0.0000	22.0000	402.0000	3162.0000	8.0000	64.0000	184.0000	4720.0000	16.0000	76.0000	230.0000	13021.0000	4.0000	44.0000	235.0000	4065.0000	36.0000	90.0000	972.0000	8202.0000	12.0000	114.0000	566.0000	22.0000	43.0000	432.0000	8065.0000	2.0000	28.0000	388.0000	1791.0000
biochar_23	95069	18.0000	2.0000	382.0000	920.0000	0.0000	0.0000	30.0000	0.0000	12.0000	30.0000	316.0000	8871.0000	0.0000	0.0000	24.0000	16.0000	0.0000	0.0000	8.0000	28.0000	2.0000	10.0000	740.0000	0.0000	0.0000	2.0000	108.0000	0.0000	2.0000	230.0000	1629.0000
biochar_24	92791	12.0000	13.0000	3532.0000	1380.0000	260.0000	15.0000	4343.0000	786.0000	196.0000	8.0000	1964.0000	931.0000	50.0000	18.0000	10969.0000	2391.0000	0.0000	4.0000	4509.0000	1159.0000	6.0000	6.0000	5631.0000	3531.0000	26.0000	1040.0000	1071.0000	943.0000	12.0000	1707.0000	1716.0000
biochar_25	92695	74.0000	96.0000	4108.0000	14375.0000	8.0000	16.0000	326.0000	1614.0000	4.0000	22.0000	218.0000	4599.0000	4.0000	8.0000	335.0000	1782.0000	0.0000	16.0000	174.0000	539.0000	32.0000	14.0000	480.0000	6.0000	0.0000	80.0000	977.0000	4.0000	10.0000	466.0000	1699.0000
biochar_26	91769	0.0000	0.0000	0.0000	7.0000	0.0000	2.0000	5.0000	16.0000	0.0000	0.0000	0.0000	21.0000	0.0000	5.0000	0.0000	99.0000	0.0000	0.0000	4.0000	8645.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	8.0000	0.0000	1.0000	13.0000
biochar_27	90027	0.0000	0.0000	0.0000	16.0000	1.0000	0.0000	3.0000	92.0000	0.0000	0.0000	3.0000	85.0000	0.0000	2.0000	2.0000	557.0000	0.0000	0.0000	18.0000	136.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.0000	9812.0000	1.0000	0.0000	2.0000	195.0000
biochar_28	89662	118.0000	39.0000	4704.0000	2866.0000	184.0000	67.0000	1622.0000	5190.0000	152.0000	20.0000	479.0000	732.0000	95.0000	40.0000	4594.0000	5211.0000	226.0000	44.0000	6578.0000	4042.0000	326.0000	38.0000	4235.0000	214.0000	32.0000	2969.0000	3578.0000	202.0000	86.0000	6173.0000	15371.0000
biochar_29	88642	712.0000	311.0000	46780.0000	73098.0000	523.0000	514.0000	25355.0000	70556.0000	238.0000	90.0000	4983.0000	19928.0000	105.0000	51.0000	13595.0000	8564.0000	222.0000	114.0000	20137.0000	7548.0000	154.0000	24.0000	12414.0000	297.0000	32.0000	9120.0000	24286.0000	0.0000	4.0000	1168.0000	58.0000
biochar_30	87068	0.0000	0.0000	0.0000	7.0000	8.0000	0.0000	617.0000	12.0000	0.0000	0.0000	5.0000	12.0000	0.0000	0.0000	8.0000	15.0000	0.0000	2.0000	106.0000	16.0000	0.0000	0.0000	3.0000	69.0000	0.0000	3871.0000	536.0000	0.0000	0.0000	5.0000	17.0000
biochar_31	86414	16.0000	0.0000	2344.0000	7918.0000	84.0000	16.0000	1121.0000	8155.0000	0.0000	0.0000	26.0000	545.0000	6.0000	10.0000	401.0000	3682.0000	6.0000	10.0000	2422.0000	1079.0000	2.0000	0.0000	320.0000	60.0000	2.0000	2019.0000	6288.0000	16.0000	2.0000	1458.0000	1190.0000
biochar_32	85471	6.0000	4.0000	279.0000	174.0000	8.0000	3.0000	99.0000	334.0000	10.0000	0.0000	27.0000	47.0000	4.0000	0.0000	292.0000	321.0000	18.0000	4.0000	339.0000	255.0000	27.0000	2.0000	169.0000	10.0000	1.0000	205.0000	221.0000	7.0000	6.0000	386.0000	807.0000
biochar_33	84993	0.0000	16.0000	19.0000	50.0000	0.0000	0.0000	2.0000	356.0000	4.0000	6.0000	60.0000	1379.0000	0.0000	4.0000	16.0000	935.0000	6.0000	6.0000	342.0000	608.0000	0.0000	1.0000	29.0000	4.0000	2.0000	16.0000	7932.0000	0.0000	1830.0000	43.0000	2235.0000
biochar_34	84527	0.0000	2.0000	3.0000	10.0000	0.0000	4.0000	2.0000	29.0000	0.0000	2.0000	0.0000	46682.0000	0.0000	0.0000	0.0000	69.0000	0.0000	4.0000	12.0000	26.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	65.0000
biochar_35	82399	0.0000	2.0000	64.0000	4.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	422.0000	6.0000	12103.0000	14964.0000	0.0000	1.0000	66.0000	42.0000	0.0000	0.0000	7.0000	0.0000	1.0000	0.0000	4.0000	1.0000	2.0000	0.0000	0.0000
biochar_37	81369	128.0000	40.0000	2237.0000	4770.0000	44.0000	12.0000	1952.0000	7831.0000	72.0000	12.0000	288.0000	7331.0000	6.0000	16.0000	927.0000	4112.0000	177.0000	14.0000	3169.0000	2958.0000	22.0000	76.0000	1133.0000	22.0000	44.0000	615.0000	2743.0000	8.0000	18.0000	1015.0000	2074.0000
biochar_38	81319	379.0000	207.0000	26698.0000	28696.0000	2.0000	0.0000	435.0000	88.0000	654.0000	146.0000	7204.0000	8435.0000	0.0000	0.0000	28.0000	43.0000	0.0000	0.0000	1.0000	0.0000	681.0000	6.0000	16074.0000	4.0000	0.0000	1175.0000	19.0000	54.0000	0.0000	1779.0000	375.0000
biochar_40	78919	0.0000	0.0000	0.0000	0.0000	4.0000	4.0000	74.0000	194.0000	0.0000	2.0000	60.0000	444.0000	2136.0000	31.0000	7612.0000	1079.0000	344.0000	2.0000	6246.0000	971.0000	0.0000	0.0000	89.0000	0.0000	26.0000	0.0000	0.0000	114.0000	0.0000	69.0000	50.0000
biochar_42	78790	2.0000	0.0000	90.0000	42.0000	0.0000	0.0000	38.0000	0.0000	50.0000	4.0000	358.0000	88.0000	0.0000	0.0000	195.0000	18.0000	0.0000	0.0000	160.0000	18.0000	90.0000	12.0000	3102.0000	4.0000	0.0000	22.0000	66.0000	48.0000	12.0000	6520.0000	809.0000
biochar_44	78390	12.0000	20.0000	948.0000	5756.0000	16.0000	12.0000	412.0000	1673.0000	14.0000	22.0000	270.0000	5299.0000	6.0000	19.0000	945.0000	8227.0000	10.0000	6.0000	1169.0000	4374.0000	18.0000	4.0000	794.0000	6.0000	14.0000	590.0000	3622.0000	2.0000	72.0000	1141.0000	4024.0000
biochar_45	78139	80.0000	70.0000	2903.0000	9954.0000	38.0000	66.0000	1238.0000	6909.0000	71.0000	110.0000	811.0000	12922.0000	32.0000	69.0000	2917.0000	11459.0000	32.0000	68.0000	2721.0000	5277.0000	43.0000	100.0000	2953.0000	50.0000	54.0000	1936.0000	6308.0000	36.0000	118.0000	3839.0000	9908.0000
biochar_46	77918	3.0000	0.0000	80.0000	1194.0000	1.0000	0.0000	7.0000	1108.0000	0.0000	0.0000	2.0000	121.0000	5.0000	6.0000	21.0000	570.0000	8.0000	14.0000	45.0000	609.0000	4.0000	0.0000	7.0000	0.0000	14.0000	23.0000	15664.0000	0.0000	0.0000	23.0000	253.0000
biochar_47	77684	17.0000	2.0000	841.0000	178.0000	34.0000	4.0000	1729.0000	945.0000	8.0000	0.0000	409.0000	951.0000	19.0000	6.0000	2804.0000	887.0000	534.0000	0.0000	8588.0000	339.0000	16.0000	8.0000	2372.0000	12.0000	8.0000	1214.0000	1411.0000	8.0000	3.0000	1897.0000	678.0000
biochar_48	77037	8.0000	2.0000	57.0000	869.0000	23.0000	3.0000	129.0000	570.0000	29.0000	10.0000	36.0000	6341.0000	14.0000	13.0000	55.0000	700.0000	7.0000	6.0000	108.0000	748.0000	10.0000	2.0000	86.0000	0.0000	47.0000	29.0000	259.0000	22.0000	14.0000	239.0000	2055.0000
biochar_49	76934	0.0000	0.0000	58.0000	91.0000	0.0000	0.0000	123.0000	4.0000	2.0000	0.0000	295.0000	181.0000	0.0000	0.0000	340.0000	29.0000	0.0000	0.0000	7835.0000	36.0000	0.0000	0.0000	401.0000	0.0000	0.0000	128.0000	10.0000	2.0000	0.0000	2242.0000	1301.0000
biochar_50	76785	24.0000	32.0000	5349.0000	3640.0000	9.0000	50.0000	1254.0000	2022.0000	771.0000	44.0000	2363.0000	5037.0000	123.0000	24.0000	5416.0000	3400.0000	148.0000	89.0000	8254.0000	3058.0000	193.0000	84.0000	5961.0000	1528.0000	72.0000	6956.0000	7525.0000	208.0000	56.0000	7971.0000	3627.0000
biochar_51	76556	0.0000	0.0000	6.0000	4.0000	0.0000	4.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18358.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_53	75484	0.0000	6.0000	8.0000	103.0000	0.0000	11.0000	24.0000	177.0000	4.0000	0.0000	32.0000	270.0000	0.0000	0.0000	0.0000	146.0000	5.0000	6.0000	181.0000	2875.0000	0.0000	7.0000	33.0000	0.0000	0.0000	19.0000	254.0000	0.0000	67.0000	35.0000	9270.0000
biochar_54	75068	0.0000	0.0000	21.0000	706.0000	8.0000	2.0000	109.0000	401.0000	4.0000	2.0000	251.0000	471.0000	12.0000	2.0000	12344.0000	2095.0000	8.0000	0.0000	2936.0000	1265.0000	0.0000	4.0000	478.0000	6.0000	0.0000	269.0000	11.0000	0.0000	0.0000	95.0000	11.0000
biochar_55	75020	18.0000	4.0000	192.0000	2982.0000	64.0000	8.0000	32.0000	1124.0000	20.0000	40.0000	126.0000	3279.0000	73.0000	86.0000	322.0000	3825.0000	8.0000	2.0000	458.0000	3165.0000	20.0000	36.0000	188.0000	44.0000	24.0000	214.0000	1120.0000	28.0000	251.0000	673.0000	10455.0000
biochar_56	74807	104.0000	104.0000	1042.0000	8830.0000	44.0000	126.0000	340.0000	5139.0000	52.0000	110.0000	282.0000	8372.0000	40.0000	152.0000	1080.0000	6755.0000	116.0000	88.0000	1872.0000	4720.0000	90.0000	114.0000	1041.0000	128.0000	131.0000	500.0000	4387.0000	68.0000	275.0000	2001.0000	11620.0000
biochar_57	74807	0.0000	0.0000	5.0000	34.0000	2.0000	4.0000	4.0000	29.0000	0.0000	0.0000	2.0000	33.0000	0.0000	0.0000	5.0000	37.0000	2.0000	0.0000	14.0000	36.0000	0.0000	0.0000	12.0000	0.0000	2.0000	0.0000	17.0000	0.0000	0.0000	8.0000	26.0000
biochar_58	73881	26.0000	14.0000	1601.0000	6313.0000	42.0000	38.0000	1115.0000	6341.0000	78.0000	22.0000	272.0000	6272.0000	26.0000	20.0000	1062.0000	4594.0000	120.0000	2.0000	1784.0000	5182.0000	116.0000	70.0000	1438.0000	40.0000	36.0000	504.0000	4197.0000	6.0000	56.0000	1913.0000	5392.0000
biochar_59	73817	135.0000	0.0000	55129.0000	289.0000	1053.0000	0.0000	23702.0000	238.0000	203.0000	4.0000	12840.0000	357.0000	240.0000	0.0000	28045.0000	909.0000	96.0000	38.0000	20411.0000	481.0000	324.0000	2.0000	30794.0000	264.0000	20.0000	14563.0000	1401.0000	154.0000	0.0000	18411.0000	727.0000
biochar_60	73779	0.0000	0.0000	9.0000	16.0000	0.0000	0.0000	10.0000	22.0000	2.0000	0.0000	2.0000	22.0000	0.0000	0.0000	7.0000	11.0000	0.0000	0.0000	17.0000	28.0000	2.0000	0.0000	13.0000	0.0000	0.0000	6.0000	23.0000	0.0000	0.0000	17.0000	41.0000
biochar_61	73558	65.0000	55.0000	4436.0000	4612.0000	2.0000	0.0000	59.0000	30.0000	117.0000	28.0000	1265.0000	1349.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	127.0000	0.0000	2877.0000	0.0000	0.0000	214.0000	4.0000	17.0000	2.0000	281.0000	89.0000
biochar_62	73165	881.0000	66.0000	24389.0000	8450.0000	14.0000	0.0000	1103.0000	969.0000	0.0000	4.0000	479.0000	2944.0000	0.0000	0.0000	1123.0000	1938.0000	0.0000	17.0000	959.0000	367.0000	6.0000	6.0000	1566.0000	0.0000	34.0000	2329.0000	3242.0000	28.0000	5.0000	5966.0000	3948.0000
biochar_63	73044	1.0000	0.0000	1162.0000	386.0000	10.0000	8.0000	1430.0000	339.0000	3.0000	2.0000	128.0000	327.0000	44.0000	4.0000	4621.0000	591.0000	166.0000	6.0000	5096.0000	607.0000	7.0000	2.0000	938.0000	18.0000	12.0000	1318.0000	738.0000	66.0000	14.0000	1382.0000	269.0000
biochar_64	72054	476.0000	0.0000	15872.0000	156.0000	1624.0000	0.0000	6839.0000	216.0000	278.0000	10.0000	1083.0000	24.0000	162.0000	0.0000	11838.0000	870.0000	28.0000	22.0000	6581.0000	1118.0000	158.0000	0.0000	7734.0000	175.0000	6.0000	8552.0000	821.0000	18.0000	0.0000	5080.0000	105.0000
biochar_65	71635	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	6758.0000	0.0000	0.0000	4.0000	77.0000	0.0000	0.0000	4.0000	40.0000	0.0000	2.0000	0.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	6.0000
biochar_66	69712	0.0000	0.0000	0.0000	7.0000	0.0000	4.0000	4.0000	14.0000	0.0000	0.0000	0.0000	127308.0000	2.0000	2.0000	2.0000	164.0000	0.0000	0.0000	1.0000	3.0000	0.0000	3.0000	0.0000	0.0000	2.0000	0.0000	4.0000	0.0000	6.0000	0.0000	12.0000
biochar_67	69551	100.0000	65.0000	3640.0000	9466.0000	86.0000	181.0000	1381.0000	3861.0000	161.0000	234.0000	379.0000	7568.0000	44.0000	81.0000	1879.0000	4903.0000	502.0000	291.0000	3357.0000	3582.0000	113.0000	165.0000	2046.0000	181.0000	60.0000	2355.0000	8919.0000	157.0000	356.0000	3090.0000	6410.0000
biochar_68	69198	103.0000	32.0000	999.0000	4138.0000	126.0000	57.0000	475.0000	3581.0000	156.0000	16.0000	102.0000	1856.0000	94.0000	36.0000	869.0000	3653.0000	84.0000	82.0000	1415.0000	1755.0000	56.0000	26.0000	533.0000	314.0000	80.0000	712.0000	8606.0000	132.0000	62.0000	838.0000	2122.0000
biochar_69	69161	0.0000	6.0000	112.0000	1914.0000	0.0000	26.0000	785.0000	3122.0000	76.0000	337.0000	98.0000	12347.0000	0.0000	18.0000	335.0000	1163.0000	88.0000	0.0000	777.0000	2934.0000	162.0000	28.0000	398.0000	6.0000	8.0000	45.0000	1598.0000	6.0000	1215.0000	702.0000	4804.0000
biochar_70	69011	54.0000	0.0000	7299.0000	376.0000	0.0000	5.0000	691.0000	153.0000	0.0000	2.0000	0.0000	1.0000	0.0000	0.0000	1.0000	2.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	382.0000	2.0000	0.0000	720.0000	1617.0000	2.0000	0.0000	60.0000	706.0000
biochar_71	68553	0.0000	6.0000	239.0000	501.0000	52.0000	20.0000	2951.0000	4044.0000	10.0000	5.0000	230.0000	1173.0000	44.0000	16.0000	3065.0000	3304.0000	180.0000	60.0000	13747.0000	9679.0000	64.0000	38.0000	10405.0000	96.0000	51.0000	5073.0000	9298.0000	52.0000	84.0000	11561.0000	16251.0000
biochar_72	68553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	4.0000	0.0000	0.0000	2.0000	1.0000	0.0000	0.0000	12.0000	24.0000	0.0000	0.0000	51.0000	22.0000	0.0000	0.0000	26.0000	0.0000	0.0000	17.0000	28.0000	0.0000	2.0000	22.0000	46.0000
biochar_73	68553	0.0000	0.0000	7.0000	4.0000	0.0000	2.0000	15.0000	5.0000	6.0000	0.0000	27.0000	99.0000	3.0000	5.0000	121.0000	152.0000	0.0000	0.0000	52.0000	29.0000	4.0000	2.0000	48.0000	0.0000	0.0000	29.0000	8.0000	0.0000	0.0000	37.0000	40.0000
biochar_74	68553	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	4.0000	0.0000	0.0000	9.0000	2.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	1.0000	0.0000
biochar_75	68553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	2.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_76	68441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_77	68324	24.0000	56.0000	499.0000	8433.0000	34.0000	2.0000	410.0000	2485.0000	26.0000	10.0000	94.0000	1663.0000	12.0000	2.0000	376.0000	5331.0000	0.0000	10.0000	142.0000	159.0000	4.0000	3.0000	108.0000	22.0000	2.0000	174.0000	646.0000	108.0000	4.0000	280.0000	2065.0000
biochar_78	68247	2.0000	0.0000	10.0000	104.0000	0.0000	0.0000	8.0000	44.0000	0.0000	0.0000	0.0000	16.0000	0.0000	0.0000	4.0000	85.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	0.0000	7.0000	10.0000	2.0000	0.0000	4.0000	38.0000
biochar_79	68113	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
biochar_80	67521	10.0000	18.0000	427.0000	3321.0000	34.0000	44.0000	454.0000	3273.0000	30.0000	16.0000	127.0000	2431.0000	28.0000	15.0000	569.0000	4298.0000	68.0000	44.0000	1479.0000	5190.0000	26.0000	20.0000	723.0000	48.0000	40.0000	756.0000	8644.0000	24.0000	44.0000	617.0000	3496.0000
biochar_81	67143	0.0000	0.0000	8.0000	71.0000	0.0000	0.0000	2.0000	96.0000	0.0000	2.0000	14.0000	7365.0000	0.0000	2.0000	7.0000	94.0000	1.0000	0.0000	35.0000	98.0000	0.0000	8.0000	25.0000	0.0000	2.0000	4.0000	71.0000	0.0000	3.0000	19.0000	292.0000
biochar_82	66711	54.0000	12.0000	4647.0000	2534.0000	50.0000	26.0000	5205.0000	6227.0000	42.0000	36.0000	1168.0000	5210.0000	48.0000	26.0000	7762.0000	3610.0000	180.0000	32.0000	14496.0000	8009.0000	113.0000	44.0000	11021.0000	93.0000	50.0000	4044.0000	5791.0000	78.0000	30.0000	15134.0000	11743.0000
